,drug_name,Deregulated nutrient sensing count,Deregulated nutrient sensing count marg,Deregulated nutrient sensing,Deregulated nutrient sensing marg,Cmap pAGE Deregulated nutrient sensing level1,Cmap pAGE Deregulated nutrient sensing level2,Cmap pAGE Deregulated nutrient sensing level3,Cmap pAGE Deregulated nutrient sensing level4,Cmap pAGE Deregulated nutrient sensing level5,Cmap pAGE Deregulated nutrient sensing level1 z_score,Cmap pAGE Deregulated nutrient sensing level2 z_score,Cmap pAGE Deregulated nutrient sensing level3 z_score,Cmap pAGE Deregulated nutrient sensing level4 z_score,Cmap pAGE Deregulated nutrient sensing level5 z_score
4557,kc706,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4558,s-hydroxymethyl glutathione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4559,"2-[2-(2-fluorophenyl)pyridin-4-yl]-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4560,sapropterin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4561,drospirenone,0,1,[],[5],-0.4285714285714285,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,-0.1489361702127659,-1.1338934190276817,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,-1.0210549404852618
4562,ns-398,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4563,se-ethyl-isoselenourea,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
4564,foreskin keratinocyte (neonatal),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4565,mefenamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4566,cibacron blue,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4567,hyaluronidase (human recombinant),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4568,aleglitazar,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4569,hyaluronidase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4570,epirubicin,0,1,[],[4],-0.1428571428571428,-0.0909090909090909,0.0769230769230769,0.2631578947368421,0.2340425531914893,-0.3779644730092272,-0.3015113445777636,0.2773500981126146,1.1470786693528088,1.60451490647684
4571,monobenzone,0,0,[],[],0.1428571428571428,0.2727272727272727,0.2307692307692307,0.1578947368421052,0.1489361702127659,0.3779644730092272,0.9045340337332908,0.8320502943378437,0.6882472016116853,1.0210549404852618
4572,icosapent,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,-0.0526315789473684,-0.0212765957446808,0.3779644730092272,0.3015113445777636,0.2773500981126146,-0.2294157338705617,-0.1458649914978945
4573,sebacic acid,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4574,"(1e)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1h-pyrazol-4-yl)-2,3-dihydro-1h-inden-1-one oxime",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4575,ketorolac,0,0,[],[],0.1428571428571428,0.2727272727272727,0.3846153846153846,0.2631578947368421,-0.1063829787234042,0.3779644730092272,0.9045340337332908,1.3867504905630728,1.1470786693528088,-0.7293249574894728
4576,"2-(2-quinolin-3-ylpyridin-4-yl)-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4577,12-hydroxydodecanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4578,tolfenamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4579,7-hydroxy-2-oxo-chromene-3-carboxylic acid ethyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4580,(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4581,"2-[(2,4-dichlorobenzoyl)amino]-5-(pyrimidin-2-yloxy)benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4582,"2,4-diamino-5-methyl-6-[(3,4,5-trimethoxy-n-methylanilino)methyl]pyrido[2,3-d]pyrimidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4583,iclaprim,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4584,nonivamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4585,nitroarginine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4586,tpmpa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4587,talampanel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4588,"2-{3-[4-(4-fluorophenyl)-3,6-dihydro-1(2h)-pyridinyl]propyl}-8-methyl-4(3h)-quinazolinone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4589,iniparib,0,0,[],[],0.7142857142857143,0.6363636363636364,0.5384615384615384,0.1578947368421052,0.1063829787234042,1.8898223650461363,2.1105794120443453,1.9414506867883017,0.6882472016116853,0.7293249574894728
4590,"5-[(3r)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4591,"3,4-dihydro-5-methyl-isoquinolinone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4592,em-1745,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4593,"3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazole-acetic acid methyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4594,"n-{(3r,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(3-chlorobenzyl)ethane-1,2-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4595,3-methoxybenzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4596,"5-[(3r)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4597,vx-702,0,0,[],[],0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,-0.1063829787234042,0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,-0.7293249574894728
4598,"5-[(3r)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4599,"5-quinoxalin-6-ylmethylene-thiazolidine-2,4-dione",0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
4600,ph-797804,0,0,[],[],-0.7142857142857143,-0.2727272727272727,-0.2307692307692307,-0.1578947368421052,-0.0212765957446808,-1.8898223650461363,-0.9045340337332908,-0.8320502943378437,-0.6882472016116853,-0.1458649914978945
4601,"undeca-3,7-diene-1,3,7,11-tetracarbaldehyde",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4602,methohexital,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4603,"5-[(3r)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4604,n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4605,capsaicin,0,0,[],[],0.4285714285714285,0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0638297872340425,1.1338934190276817,0.3015113445777636,0.2773500981126146,0.2294157338705617,0.4375949744936836
4606,"n,4-dimethyl-3-[(1-phenyl-1h-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4607,2-chloro-5-nitro-n-phenylbenzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4608,4-[3-(4-fluorophenyl)-1h-pyrazol-4-yl]pyridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4609,mln0415,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4610,"4-[3-methylsulfanylanilino]-6,7-dimethoxyquinazoline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4611,4-[5-(3-iodo-phenyl)-2-(4-methanesulfinyl-phenyl)-1h-imidazol-4-yl]-pyridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4612,"2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4613,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1h-imidazol-2-yl]-piperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4614,4-methyl-umbelliferyl-n-acetyl-chitobiose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4615,inhibitor of p38 kinase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4616,mifamurtide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4617,"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4618,captopril,0,1,[],[4],-0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,0.0212765957446808,-0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,0.1458649914978945
4619,"n-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4620,4-(fluorophenyl)-1-cyclopropylmethyl-5-(2-amino-4-pyrimidinyl)imidazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4621,vadimezan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4622,lucanthone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4623,sc-236,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4624,firocoxib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4625,ceralasertib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4626,2-(3'-methoxyphenyl) benzimidazole-4-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4627,arbutin,0,0,[],[],0.1428571428571428,0.0909090909090909,0.2307692307692307,-0.1578947368421052,0.1063829787234042,0.3779644730092272,0.3015113445777636,0.8320502943378437,-0.6882472016116853,0.7293249574894728
4628,2-(4-chlorophenyl)-5-quinoxalinecarboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4629,ginseng,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4630,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4631,resiniferatoxin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4632,"s,s'-(1,3-phenylene-bis(1,2-ethanediyl))bis-isothiourea",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4633,ruplizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4634,selenocysteine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4635,fibrinolysin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4636,"s,s'-(1,4-phenylene-bis(1,2-ethanediyl))bis-isothiourea",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4637,mitiglinide,0,0,[],[],0.4285714285714285,0.0909090909090909,0.2307692307692307,0.1578947368421052,0.1063829787234042,1.1338934190276817,0.3015113445777636,0.8320502943378437,0.6882472016116853,0.7293249574894728
4638,etoposide,0,0,[],[],-0.4285714285714285,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,-0.1914893617021276,-1.1338934190276817,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,-1.312784923481051
4639,3-fluoro-4-hydroxybenzaldehyde o-(cyclohexylcarbonyl)oxime,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4640,lithium citrate,0,3,[],"[1, 3, 5]",,,,,,0.0,0.0,0.0,0.0,0.0
4641,etodolac,0,0,[],[],-0.4285714285714285,0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0638297872340425,-1.1338934190276817,0.3015113445777636,0.2773500981126146,0.2294157338705617,0.4375949744936836
4642,hexylresorcinol,0,0,[],[],0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,0.1063829787234042,0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,0.7293249574894728
4643,2-({2-[(3-hydroxyphenyl)amino]pyrimidin-4-yl}amino)benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4644,1-[1-(3-aminophenyl)-3-tert-butyl-1h-pyrazol-5-yl]-3-naphthalen-1-ylurea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4645,capsicum oleoresin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4646,dactinomycin,0,0,[],[],-0.1428571428571428,-0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0212765957446808,-0.3779644730092272,-0.3015113445777636,0.2773500981126146,0.2294157338705617,0.1458649914978945
4647,zimelidine,0,0,[],[],0.1428571428571428,0.1818181818181818,0.0,-0.2105263157894736,-0.0425531914893617,0.3779644730092272,0.6030226891555273,0.0,-0.9176629354822472,-0.2917299829957891
4648,myristoyl-coa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4649,motexafin gadolinium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4650,"5-fluoro-1-[4-(4-phenyl-3,6-dihydropyridin-1(2h)-yl)butyl]quinazoline-2,4(1h,3h)-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4651,3-fluoro-l-tyrosine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4652,5-monophosphate-9-beta-d-ribofuranosyl xanthine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4653,"l-n(omega)-nitroarginine-2,4-l-diaminobutyric amide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4654,l-saccharopine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4655,"6-amino-benzo[de]isoquinoline-1,3-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4656,s-methyl glutathione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4657,decitabine,0,0,[],[],0.4285714285714285,0.2727272727272727,0.2307692307692307,0.0526315789473684,-0.1063829787234042,1.1338934190276817,0.9045340337332908,0.8320502943378437,0.2294157338705617,-0.7293249574894728
4658,a-620223,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4659,carba-nicotinamide-adenine-dinucleotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4660,nu1025,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4661,abt-510,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4662,fluocinolone acetonide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4663,resveratrol,0,1,[],[1],0.4285714285714285,0.6363636363636364,0.5384615384615384,0.2631578947368421,-0.0638297872340425,1.1338934190276817,2.1105794120443453,1.9414506867883017,1.1470786693528088,-0.4375949744936836
4664,s-ethyl-n-phenyl-isothiourea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4665,benzene hexacarboxylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4666,"(5r,6e,8z,11z,14z,17z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4667,aldesleukin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4668,clobetasone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4669,cra_8696,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4670,diphenadione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4671,7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4672,olokizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4673,ri 624,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4674,"(9s,10s)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4675,oleandomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4676,irbesartan,0,0,[],[],-0.1428571428571428,0.0909090909090909,-0.0769230769230769,-0.1578947368421052,-0.2340425531914893,-0.3779644730092272,0.3015113445777636,-0.2773500981126146,-0.6882472016116853,-1.60451490647684
4677,snx-5422,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4678,rpr131247,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4679,7-ethyl-10-hydroxycamptothecin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4680,ethyl pyruvate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4681,alfuzosin,0,0,[],[],-0.7142857142857143,-0.0909090909090909,-0.2307692307692307,-0.1578947368421052,0.0638297872340425,-1.8898223650461363,-0.3015113445777636,-0.8320502943378437,-0.6882472016116853,0.4375949744936836
4682,dimethyl fumarate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4683,omega-6 fatty acids,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4684,onapristone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4685,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4686,n-(4-carbamimidoyl-3-choro-phenyl)-2-hydroxy-3-iodo-5-methyl-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4687,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-9h-",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4688,dipyrithione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4689,dirithromycin,0,0,[],[],-0.4285714285714285,-0.0909090909090909,-0.2307692307692307,-0.1578947368421052,-0.0212765957446808,-1.1338934190276817,-0.3015113445777636,-0.8320502943378437,-0.6882472016116853,-0.1458649914978945
4690,"3,6-diamino-5-cyano-4-(4-ethoxyphenyl)thieno[2,3-b]pyridine-2-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4691,2-{4-[4-(4-chloro-phenoxy)-benzenesulfonyl]-tetrahydro-pyran-4-yl}-n-hydroxy-acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4692,"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4693,9-butyl-8-(4-methoxybenzyl)-9h-purin-6-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4694,"pyrimidine-4,6-dicarboxylic acid bis-(3-methyl-benzylamide)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4695,9-butyl-8-(3-methoxybenzyl)-9h-purin-6-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4696,saracatinib,0,0,[],[],-0.1428571428571428,0.0909090909090909,-0.0769230769230769,-0.2631578947368421,-0.1914893617021276,-0.3779644730092272,0.3015113445777636,-0.2773500981126146,-1.1470786693528088,-1.312784923481051
4697,quingestanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4698,aflibercept,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4699,"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4700,"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4701,8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4702,sanglifehrin a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4703,"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4704,"9-butyl-8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4705,sulodexide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4706,"9-(4-hydroxyphenyl)-2,7-phenanthroline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4707,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1h-1,3-benzodiazole-5-carboximidamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4708,ebselen,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.2307692307692307,-0.2631578947368421,-0.0638297872340425,-0.3779644730092272,-0.9045340337332908,-0.8320502943378437,-1.1470786693528088,-0.4375949744936836
4709,echinacea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4710,doramectin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4711,"pyrimidine-4,6-dicarboxylic acid bis-(4-fluoro-3-methyl-benzylamide)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4712,"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4713,calanolide a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4714,cariporide,0,1,[],[1],-0.1428571428571428,-0.2727272727272727,-0.0769230769230769,0.0526315789473684,0.0638297872340425,-0.3779644730092272,-0.9045340337332908,-0.2773500981126146,0.2294157338705617,0.4375949744936836
4715,phosphatidylethanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4716,hydroxyprogesterone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4717,grapefruit,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4718,n-(2-aminoethyl)-1-aziridineethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4719,cct-018159,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.2307692307692307,-0.2631578947368421,-0.3191489361702128,-1.1338934190276817,-0.9045340337332908,-0.8320502943378437,-1.1470786693528088,-2.1879748724684185
4720,hydrogen peroxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4721,melengestrol,0,0,[],[],-0.4285714285714285,-0.1818181818181818,-0.1538461538461538,0.0,0.0425531914893617,-1.1338934190276817,-0.6030226891555273,-0.5547001962252291,0.0,0.2917299829957891
4722,acetaminophen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4723,phosphonothreonine,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
4724,"5-(2-ethoxyethyl)-5-[4-(4-fluorophenoxy)phenoxy]pyrimidine-2,4,6(1h,3h,5h)-trione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4725,"2-amino-4-(2,4-dichlorophenyl)-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4726,ergometrine,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.2307692307692307,-0.1578947368421052,-0.0212765957446808,-0.3779644730092272,-0.9045340337332908,-0.8320502943378437,-0.6882472016116853,-0.1458649914978945
4727,ergotamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4728,2-amino-1h-benzimidazol-5-ol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4729,he3286,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4730,equilenin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4731,prednicarbate,0,0,[],[],0.4285714285714285,0.4545454545454545,0.5384615384615384,0.2631578947368421,0.0212765957446808,1.1338934190276817,1.507556722888818,1.9414506867883017,1.1470786693528088,0.1458649914978945
4732,selamectin,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.2307692307692307,0.2631578947368421,0.1063829787234042,-0.3779644730092272,0.3015113445777636,0.8320502943378437,1.1470786693528088,0.7293249574894728
4733,"cis-(1r,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4734,cra_23653,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4735,"8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4736,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-9-pent-4-ylnyl-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4737,"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4738,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4739,"n-(4-chlorophenyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4740,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4741,otilonium,0,0,[],[],-0.7142857142857143,-0.2727272727272727,-0.2307692307692307,-0.1578947368421052,-0.1914893617021276,-1.8898223650461363,-0.9045340337332908,-0.8320502943378437,-0.6882472016116853,-1.312784923481051
4742,ormeloxifene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4743,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4744,"3,5-diiodothyropropionic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4745,promegestone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4746,(1r)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4747,methaqualone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4748,eprinomectin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4749,prednisolone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4750,pinacidil,0,0,[],[],-0.1428571428571428,-0.0909090909090909,-0.2307692307692307,-0.2631578947368421,-0.1489361702127659,-0.3779644730092272,-0.3015113445777636,-0.8320502943378437,-1.1470786693528088,-1.0210549404852618
4751,carbomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
