,drug_name,Telomere attrition count,Telomere attrition count marg,Telomere attrition,Telomere attrition marg,Cmap pAGE Telomere attrition level1,Cmap pAGE Telomere attrition level2,Cmap pAGE Telomere attrition level3,Cmap pAGE Telomere attrition level4,Cmap pAGE Telomere attrition level5,Cmap pAGE Telomere attrition level1 z_score,Cmap pAGE Telomere attrition level2 z_score,Cmap pAGE Telomere attrition level3 z_score,Cmap pAGE Telomere attrition level4 z_score,Cmap pAGE Telomere attrition level5 z_score
5225,n-(4-sulfamoylphenyl)-1h-indazole-3-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5226,n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5227,n-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5228,laniquidar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5229,n-(3-chlorobenzyl)-1-(4-methylpentanoyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5230,n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5231,"n,o6-disulfo-glucosamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5232,"n-((1r,2s)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5233,pelitinib,0,0,[],[],0.0,0.0,1.0,0.25,0.0526315789473684,0,0,1.0,0.7071067811865476,0.2294157338705617
5234,"n-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5235,5-chloro-n-(2-(4-(2-oxopyridin-1(2h)-yl)benzamido)ethyl)thiophene-2-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5236,mk-886,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5237,"5-chloro-n-((1r,2s)-2-(4-(2-oxopyridin-1(2h)-yl)benzamido) cyclopentyl)thiophene-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5238,metamizole,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.2631578947368421,0,0,-1.0,-1.4142135623730951,-1.1470786693528088
5239,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5240,5-bromonicotinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5241,5-bromoindirubin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5242,acalabrutinib,0,0,[],[],0.0,0.0,-1.0,-0.25,0.0,0,0,-1.0,-0.7071067811865476,0.0
5243,5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5244,n-(2-methoxyethyl)-4-({4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-yl}amino)benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5245,"n-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5246,4-[(1s)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1h-imidazol-2-amine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5247,lecozotan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5248,n-(2-aminoethyl)-p-chlorobenzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5249,"n-(2-aminoethyl)-n~2~-{(1s)-1-[4'-(aminosulfonyl)biphenyl-4-yl]-2,2,2-trifluoroethyl}-l-leucinamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5250,n-(2-(((5-chloro-2-pyridinyl)amino)sulfonyl)phenyl)-4-(2-oxo-1(2h)-pyridinyl)benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5251,n-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5252,"4-[(3as,4r,7r,8as,8br)-2-(1,3-benzodioxol-5-ylmethyl)-7-hydroxy-1,3-dioxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzenecarboximidamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5253,n-(1-isopropylpiperidin-4-yl)-1-(3-methoxybenzyl)-1h-indole-2-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5254,lesinurad,0,0,[],[],0.0,0.0,1.0,0.25,-0.1578947368421052,0,0,1.0,0.7071067811865476,-0.6882472016116853
5255,4-tert-butylbenzenesulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5256,"n,n'-diphenylpyrazolo[1,5-a][1,3,5]triazine-2,4-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5257,4-[(5-chloroindol-2-yl)sulfonyl]-2-(2-methylpropyl)-1-[[5-(pyridin-4-yl)pyrimidin-2-yl]carbonyl]piperazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5258,4-[3-(4-chlorophenyl)-1h-pyrazol-5-yl]piperidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5259,5-hydroxynaphthalene-1-sulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5260,"n'-[4-(2,4-dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-n-hydroxyimidoformamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5261,"5-hydroxymethyl-5,6-dihydrofolic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5262,"n'-(pyrrolidino[2,1-b]isoindolin-4-on-8-yl)-n-(pyridin-2-yl)urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5263,5-[3-(benzylamino)phenyl]-4-bromo-3-(carboxymethoxy)thiophene-2-carboxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5264,levocarnitine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5265,5-fluorouridine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5266,"n'-((2s,3r)-3-amino-2-hydroxy-5-(isopropylsulfanyl)pentanoyl)-n-3-chlorobenzoyl hydrazide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5267,myxothiazol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5268,levomilnacipran,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5269,morniflumate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5270,muscimol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5271,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5272,"n'-(2s,3r)-3-amino-4-cyclohexyl-2-hydroxy-butano-n-(4-methylphenyl)hydrazide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5273,"n~3~-[3-(1h-indol-6-yl)benzyl]pyridine-2,3-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5274,"n~3~-[3-(5-methoxypyridin-3-yl)benzyl]pyridine-2,3-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5275,fg-9041,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5276,fm-vp4,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5277,peginesatide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5278,2-[2-(4-chloro-phenylsulfanyl)-acetylamino]-3-(4-guanidino-phenyl)-propionamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5279,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5280,4-[(6-amino-4-pyrimidinyl)amino]benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5281,n(6)-dimethylallyladenine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5282,"4-[(5-isopropyl-1,3-thiazol-2-yl)amino]benzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5283,5-chloro-n-[(3r)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2h)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5284,montelukast,0,0,[],[],0.0,0.0,-1.0,0.0,0.1578947368421052,0,0,-1.0,0.0,0.6882472016116853
5285,linagliptin,0,0,[],[],0.0,0.0,1.0,0.25,0.2631578947368421,0,0,1.0,0.7071067811865476,1.1470786693528088
5286,lincomycin,0,0,[],[],0.0,0.0,1.0,0.0,0.0526315789473684,0,0,1.0,0.0,0.2294157338705617
5287,"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5288,monoisopropylphosphorylserine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5289,4-[4-(4-methyl-2-methylamino-thiazol-5-yl)-pyrimidin-2-ylamino]-phenol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5290,monensin,0,1,[],[5],0.0,0.0,1.0,0.0,-0.1578947368421052,0,0,1.0,0.0,-0.6882472016116853
5291,molindone,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.2631578947368421,0,0,-1.0,-1.4142135623730951,-1.1470786693528088
5292,4-[5-(2-carboxy-1-formyl-ethylcarbamoyl)-pyridin-3-yl]-benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5293,"4-[5-(trans-4-aminocyclohexylamino)-3-isopropylpyrazolo[1,5-a]pyrimidin-7-ylamino]-n,n-dimethylbenzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5294,"4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5295,4-[[(1e)-2-(4-chlorophenyl)ethenyl]sulfonyl]-1-[[1-(4-pyridinyl)-4-piperidinyl]methyl]piperazinone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5296,lisuride,0,0,[],[],0.0,0.0,-1.0,0.25,0.2631578947368421,0,0,-1.0,0.7071067811865476,1.1470786693528088
5297,"5-[4-(2-hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1h,3h,5h)-pyrimidinetrione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5298,5-fluoro-beta-l-gulosyl fluoride,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5299,"4-[3-hydroxyanilino]-6,7-dimethoxyquinazoline",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5300,moxetumomab pasudotox,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5301,"4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5302,"n-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5303,"n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5304,mmda,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5305,"(3r)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5306,concanamycin a,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5307,telmisartan,0,0,[],[],0.0,0.0,1.0,0.5,0.2631578947368421,0,0,1.0,1.4142135623730951,1.1470786693528088
5308,conestat alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5309,betazole,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.1578947368421052,0,0,-1.0,-0.7071067811865476,-0.6882472016116853
5310,"(9s)-9-[(8-ammoniooctyl)amino]-1,2,3,4,9,10-hexahydroacridinium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5311,tenofovir,0,1,[],[4],0.0,0.0,1.0,0.25,0.2631578947368421,0,0,1.0,0.7071067811865476,1.1470786693528088
5312,teplizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5313,(3r)-3-hydroxydodecanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5314,"(3r)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5315,bifonazole,0,0,[],[],0.0,0.0,1.0,0.75,0.4736842105263157,0,0,1.0,2.121320343559643,2.064741604835056
5316,doravirine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5317,"(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5318,"(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5319,"(5z)-5-(3-bromocyclohexa-2,5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5320,bromo-willardiine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5321,tert-butyl(1s)-1-cyclohexyl-2-oxoethylcarbamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5322,darbepoetin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5323,cortisone,0,0,[],[],0.0,0.0,1.0,0.25,0.1578947368421052,0,0,1.0,0.7071067811865476,0.6882472016116853
5324,daptomycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5325,dapsone,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.0526315789473684,0,0,-1.0,-1.4142135623730951,-0.2294157338705617
5326,budigalimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5327,torcetrapib,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.0526315789473684,0,0,-1.0,-0.7071067811865476,-0.2294157338705617
5328,rifaximin,0,0,[],[],0.0,0.0,1.0,0.25,-0.2631578947368421,0,0,1.0,0.7071067811865476,-1.1470786693528088
5329,edotecarin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5330,1-o-octyl-2-heptylphosphonyl-sn-glycero-3-phosphoethanolamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5331,azatadine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5332,"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5333,echinacoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5334,azacitidine,0,1,[],[4],0.0,0.0,1.0,-0.25,-0.1578947368421052,0,0,1.0,-0.7071067811865476,-0.6882472016116853
5335,carbocisteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5336,romilkimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5337,13-acetylphorbol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5338,"(13r,15s)-13-methyl-16-oxa-8,9,12,22,24-pentaazahexacyclo[15.6.2.16,9.1,12,15.0,2,7.0,21,25]heptacosa-1(24),2,4,6,17(25),18,20-heptaene-23,26-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5339,rimexolone,0,0,[],[],0.0,0.0,1.0,0.0,0.2631578947368421,0,0,1.0,0.0,1.1470786693528088
5340,dorsomorphin,0,0,[],[],0.0,0.0,1.0,0.25,-0.1578947368421052,0,0,1.0,0.7071067811865476,-0.6882472016116853
5341,ephedra sinica root,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5342,"(20s)-19,20,21,22-tetrahydro-19-oxo-5h-18,20-ethano-12,14-etheno-6,10-metheno-18h-benz[d]imidazo[4,3-k][1,6,9,12]oxatriaza-cyclooctadecosine-9-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5343,edetate disodium anhydrous,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5344,"1-tert-butyl-3-(3-methylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5345,candoxatrilat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5346,rilonacept,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5347,eculizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5348,"(20s)-19,20,22,23-tetrahydro-19-oxo-5h,21h-18,20-ethano-12,14-etheno-6,10-methenobenz[d]imidazo[4,3-l][1,6,9,13]oxatriazacyclonoadecosine-9-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5349,echothiophate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5350,cortivazol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5351,tetrabromo-2-benzotriazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5352,"(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3,4-dihydro-2h-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5353,"(5-chloropyrazolo[1,5-a]pyrimidin-7-yl)-(4-methanesulfonylphenyl)amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5354,technetium tc-99m tetrofosmin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5355,cambinol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5356,tyrosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5357,demeclocycline,0,0,[],[],0.0,0.0,-1.0,0.0,0.2631578947368421,0,0,-1.0,0.0,1.1470786693528088
5358,demecarium,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.0526315789473684,0,0,-1.0,-1.4142135623730951,-0.2294157338705617
5359,"(2s,3r)-3-amino-2-hydroxy-5-(ethylsulfanyl)pentanoyl-((s)-(-)-(1-naphthyl)ethyl)amide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5360,vir201,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5361,tetrafluoroaluminate ion,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5362,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5363,tifuvirtide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5364,biricodar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5365,tretinoin,0,0,[],[],0.0,0.0,1.0,0.5,0.2631578947368421,0,0,1.0,1.4142135623730951,1.1470786693528088
5366,briakinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5367,(5-(pyridin-3-yl)furan-2-yl)methanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5368,cupric sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5369,tildrakizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5370,d-methionine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5371,curcumin sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5372,tiopronin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5373,cyanocobalamin,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.1578947368421052,0,0,-1.0,-0.7071067811865476,-0.6882472016116853
5374,"(3,4,8b-trimethyl-3-oxido-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-3-ium-7-yl) n-(2-ethylphenyl)carbamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5375,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5376,technetium tc-99m sestamibi,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5377,deoxyuridine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5378,coltuximab ravtansine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5379,tryptophan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5380,tegoprazan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5381,betamethasone,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.0526315789473684,0,0,-1.0,-0.7071067811865476,-0.2294157338705617
5382,(rp)-camps,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5383,v24343,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5384,ustekinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5385,(r)-tacrine(10)-hupyridone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5386,benzylamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5387,tamibarotene,0,0,[],[],0.0,0.0,-1.0,0.25,0.0526315789473684,0,0,-1.0,0.7071067811865476,0.2294157338705617
5388,benzylpenicilloyl polylysine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5389,desmethylsertraline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5390,desloratadine,0,0,[],[],0.0,0.0,-1.0,-0.75,-0.2631578947368421,0,0,-1.0,-2.121320343559643,-1.1470786693528088
5391,urethane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5392,uracil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5393,tandutinib,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.1052631578947368,0,0,-1.0,-0.7071067811865476,-0.4588314677411235
5394,tetradecyl hydrogen sulfate (ester),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5395,tariquidar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5396,coagulation factor viia recombinant human,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5397,carbenoxolone,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.3684210526315789,0,0,-1.0,-0.7071067811865476,-1.6059101370939324
5398,rilmenidine,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.3684210526315789,0,0,-1.0,-1.4142135623730951,-1.6059101370939324
5399,"cyclic 3',5'-thymidine monophosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5400,"(1r,2r)-n-(2-aminoethyl)-2-{[(4-methoxyphenyl)sulfonyl]methyl}cyclohexanecarboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5401,"{[(2,6-difluorophenyl)carbonyl]amino}-n-(4-fluorophenyl)-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5402,"{4-[3-(6,7-diethoxy-quinazolin-4-ylamino)-phenyl]-thiazol-2-yl}-methanol",0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
5403,reslizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5404,(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5405,equol,0,0,[],[],0.0,0.0,1.0,0.0,0.2631578947368421,0,0,1.0,0.0,1.1470786693528088
5406,"2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5407,drostanolone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5408,roxatidine acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5409,"2,3-dimethoxy-12h-[1,3]dioxolo[5,6]indeno[1,2-c]isoquinolin-6-ium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5410,su9516,0,2,[],"[1, 2]",,,,,,0,0,0.0,0.0,0.0
5411,relacatib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5412,bx-528,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5413,doxercalciferol,0,0,[],[],0.0,0.0,1.0,-0.25,-0.1578947368421052,0,0,1.0,-0.7071067811865476,-0.6882472016116853
5414,enmd-1198,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5415,roxithromycin,0,0,[],[],0.0,0.0,1.0,-0.25,0.1578947368421052,0,0,1.0,-0.7071067811865476,0.6882472016116853
5416,bms-488043,0,2,[],"[1, 2]",,,,,,0,0,0.0,0.0,0.0
5417,1-guanidino-4-(n-phenylmethanesulfonyl-l-leucyl-l-prolylamino)butane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5418,rubitecan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5419,"(11s)-8-chloro-11-[1-(methylsulfonyl)piperidin-4-yl]-6-piperazin-1-yl-11h-benzo[5,6]cyclohepta[1,2-b]pyridine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5420,cenobamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5421,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5422,relcovaptan,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.1578947368421052,0,0,-1.0,-1.4142135623730951,-0.6882472016116853
5423,ascorbic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5424,drotrecogin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5425,"benzyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5426,1-{2-[(4-chlorophenyl)amino]-2-oxoethyl}-n-(1-isopropylpiperidin-4-yl)-1h-indole-2-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5427,eplivanserin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5428,slv319,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5429,"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5430,e-2012,0,0,[],[],0.0,0.0,1.0,0.25,-0.0526315789473684,0,0,1.0,0.7071067811865476,-0.2294157338705617
5431,"1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5432,cetirizine,0,0,[],[],0.0,0.0,-1.0,0.0,0.0526315789473684,0,0,-1.0,0.0,0.2294157338705617
5433,1-deoxy-1-thio-heptaethylene glycol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
