,drug_name,Disabled macroautophagy count,Disabled macroautophagy count marg,Disabled macroautophagy,Disabled macroautophagy marg,Cmap pAGE Disabled macroautophagy level1,Cmap pAGE Disabled macroautophagy level2,Cmap pAGE Disabled macroautophagy level3,Cmap pAGE Disabled macroautophagy level4,Cmap pAGE Disabled macroautophagy level5,Cmap pAGE Disabled macroautophagy level1 z_score,Cmap pAGE Disabled macroautophagy level2 z_score,Cmap pAGE Disabled macroautophagy level3 z_score,Cmap pAGE Disabled macroautophagy level4 z_score,Cmap pAGE Disabled macroautophagy level5 z_score
5547,thonzonium,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
5548,somatostatin,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5549,dg031,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5550,tolvaptan,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5551,brentuximab vedotin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5552,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5553,d-leucyl-n-(3-chlorobenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5554,d-leucyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5555,"(5s)-3-anilino-5-(2,4-difluorophenyl)-5-methyl-1,3-oxazolidine-2,4-dione",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5556,tetrastearoyl cardiolipin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5557,cositecan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5558,tezacaftor,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5559,daglutril,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5560,tezepelumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5561,dacarbazine,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5562,"(5r,6s,8s)-8-[3-(aminomethyl)phenyl]-6-hydroxy-5-isopropyl-3-oxo-1-phenyl-2,7-dioxa-4-aza-6-phosphanonan-9-oic acid 6-oxide",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5563,dpi59,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5564,tetrahydropalmatine,0,1,[],[5],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
5565,tridolgosir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5566,crizotinib,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
5567,bisphenol a diglycidyl ether,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5568,"dimethyl-(4,5,6,7-tetrabromo-1h-benzoimidazol-2-yl)-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5569,dimetacrine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5570,diisopropylphosphono group,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5571,azatadine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5572,chlorpromazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5573,balicatib,0,0,[],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
5574,"(2r)-3-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl (9e)-octadec-9-enoate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5575,"1-(3-(2,4-dimethylthiazol-5-yl)-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)-3-(4-methylpiperazin-1-yl)urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5576,cra_1144,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5577,dipivefrin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5578,zalutumumab,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5579,diphenylacetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5580,chondroitin sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5581,"(2r)-n~4~-hydroxy-2-(3-hydroxybenzyl)-n~1~-[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]butanediamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5582,"zinc sulfate, unspecified form",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5583,triazolopyrimidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5584,von willebrand factor human,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5585,susoctocog alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5586,sutimlimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5587,"synthetic conjugated estrogens, a",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5588,tacrine(8)-4-aminoquinoline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5589,dextrothyroxine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5590,tbc-3711,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5591,dextromethorphan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5592,(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5593,"1-(5-oxo-2,3,5,9b-tetrahydro-1h-pyrrolo[2,1-a]isoindol-9-yl)-3-(5-pyrrolidin-2-yl-1h-pyrazol-3-yl)-urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5594,(2s)-2-(3-carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic acid,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5595,(2r)-2-(3-biphenylyl)-n-{(2r)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5596,sotalol,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5597,spermidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5598,vorapaxar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5599,vonicog alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5600,sintilimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5601,simoctocog alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5602,y-27632,0,0,[],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
5603,"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5604,sarecycline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5605,1-amino-6-cyclohex-3-enylmethyloxypurine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5606,sarizotan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5607,"(2r)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5608,zosuquidar,0,0,[],[],,0.0,-1.0,-1.0,0.3,0,0,-1.4142135623730951,-1.4142135623730951,1.3416407864998738
5609,(2r)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5610,zoledronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5611,dofetilide,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
5612,balaglitazone,0,0,[],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
5613,1-(phenylmethyl)cyclopentyl[(1s)-1-formylpentyl]carbamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5614,spirapril,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5615,(3e)-3-[(4-hydroxyphenyl)imino]-1h-indol-2(3h)-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5616,(4-{(2s)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5617,(4e)-n-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4h-pyrazole-3-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5618,torcetrapib,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5619,budigalimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5620,concanamycin a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5621,telmisartan,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
5622,conestat alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5623,betazole,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5624,"(9s)-9-[(8-ammoniooctyl)amino]-1,2,3,4,9,10-hexahydroacridinium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5625,tenofovir,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
5626,teplizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5627,(3r)-3-hydroxydodecanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5628,bifonazole,0,0,[],[],,0.0,0.0,0.0,-0.5,0,0,0.0,0.0,-2.23606797749979
5629,"(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5630,"(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5631,"(5z)-5-(3-bromocyclohexa-2,5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5632,tert-butyl(1s)-1-cyclohexyl-2-oxoethylcarbamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5633,darbepoetin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5634,cortisone,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
5635,daptomycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5636,dapsone,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
5637,cortivazol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5638,doravirine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5639,dorsomorphin,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
5640,trandolapril,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5641,echothiophate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5642,"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5643,echinacoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5644,azacitidine,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
5645,carbocisteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5646,romilkimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5647,13-acetylphorbol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5648,rimtuzalcap,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5649,"(13r,15s)-13-methyl-16-oxa-8,9,12,22,24-pentaazahexacyclo[15.6.2.16,9.1,12,15.0,2,7.0,21,25]heptacosa-1(24),2,4,6,17(25),18,20-heptaene-23,26-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5650,edotecarin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5651,rimexolone,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5652,ephedra sinica root,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5653,"(20s)-19,20,21,22-tetrahydro-19-oxo-5h-18,20-ethano-12,14-etheno-6,10-metheno-18h-benz[d]imidazo[4,3-k][1,6,9,12]oxatriaza-cyclooctadecosine-9-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5654,edetate disodium anhydrous,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5655,"1-tert-butyl-3-(3-methylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5656,candoxatrilat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5657,rilonacept,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5658,[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5659,eculizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5660,"(20s)-19,20,22,23-tetrahydro-19-oxo-5h,21h-18,20-ethano-12,14-etheno-6,10-methenobenz[d]imidazo[4,3-l][1,6,9,13]oxatriazacyclonoadecosine-9-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5661,tetrabromo-2-benzotriazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5662,"(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3,4-dihydro-2h-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5663,biricodar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5664,coltuximab ravtansine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5665,tetrafluoroaluminate ion,0,2,[],"[2, 5]",,,,,,0,0,0.0,0.0,0.0
5666,cosibelimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5667,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5668,"(5-chloropyrazolo[1,5-a]pyrimidin-7-yl)-(4-methanesulfonylphenyl)amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5669,tifuvirtide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5670,tretinoin,0,0,[],[],,0.0,0.0,0.0,-0.4,0,0,0.0,0.0,-1.788854381999832
5671,briakinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5672,(5-(pyridin-3-yl)furan-2-yl)methanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5673,cupric sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5674,tildrakizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5675,d-methionine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5676,curcumin sulfate,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5677,tiopronin,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5678,cyanocobalamin,0,0,[],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
5679,"cyclic 3',5'-thymidine monophosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5680,cystine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5681,"(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5682,(4s)-5-[[(2s)-1-[[(2s)-1-amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5683,"(4r)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5684,vir201,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5685,"(2s,3r)-3-amino-2-hydroxy-5-(ethylsulfanyl)pentanoyl-((s)-(-)-(1-naphthyl)ethyl)amide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5686,tyramine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5687,desloratadine,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
5688,betamethasone,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5689,(rp)-camps,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5690,ustekinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5691,(r)-tacrine(10)-hupyridone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5692,benzylamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5693,tamibarotene,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
5694,benzylpenicilloyl polylysine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5695,desmethylsertraline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5696,uracil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5697,demecarium,0,0,[],[],,0.0,-1.0,-1.0,0.3,0,0,-1.4142135623730951,-1.4142135623730951,1.3416407864998738
5698,tariquidar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5699,coagulation factor viia recombinant human,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5700,deoxyuridine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5701,(r)-3-hydroxydecanoyl-coa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5702,technetium tc-99m sestamibi,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5703,"(3,4,8b-trimethyl-3-oxido-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-3-ium-7-yl) n-(2-ethylphenyl)carbamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5704,technetium tc-99m tetrofosmin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5705,tyrosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5706,"2-(4-chlorobenzylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5707,etoricoxib,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5708,catumaxomab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5709,enfortumab vedotin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5710,stanozolol,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5711,envafolimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5712,sparfosic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5713,seratrodast,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5714,somatotropin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5715,sodium tetradecyl sulfate,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5716,epinastine,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
5717,epinephrine,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5718,sodium ferric gluconate complex,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5719,sitagliptin,0,0,[],[],,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
5720,sirolimus,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5721,ephedrine,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5722,posizolid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5723,porfiromycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5724,lumiliximab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5725,lumasiran,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5726,lucatumumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5727,n-cyclopentyl-n-cyclobutylformamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5728,n-ethylretinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5729,eniluracil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5730,epratuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5731,"n-hydroxy-4-[(4-methoxylphenyl)sulfonyl]-2,2-dimethyl-hexahydro-1,4-thiazepine-3(s)-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5732,satralizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5733,sulfadimethoxine,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5734,sucrosofate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5735,encenicline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5736,sacituzumab govitecan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5737,ethanesulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5738,ethanolamine oleate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5739,ethyl biscoumacetate,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5740,skf-91488,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5741,etonogestrel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5742,erteberel,0,0,[],[],,0.0,0.0,0.0,0.5,0,0,0.0,0.0,2.23606797749979
5743,sgx-523,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
5744,exemestane,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5745,ezetimibe,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
5746,s-p-nitrobenzyloxycarbonylglutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5747,farletuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5748,s-ethylisothiourea,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5749,farnesyl diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5750,evolocumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5751,s-777469,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5752,"n-hydroxy 1n(4-methoxyphenyl)sulfonyl-4-(z,e-n-methoxyimino)pyrrolidine-2r-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5753,n-isobutyl-n-[4-methoxyphenylsulfonyl]glycyl hydroxamic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5754,tartronate,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5755,"m-(n,n,n-trimethylammonio)-2,2,2-trifluoro-1,1-dihydroxyethylbenzene",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5756,"n,n-dimethyl-4-(4-phenyl-1h-pyrazol-3-yl)-1h-pyrrole-2-carboxamide",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5757,melphalan flufenamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5758,mesalazine,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5759,molsidomine,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5760,"n,n-dimethylarginine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5761,methyl-2-s-(alpha-d-mannopyranosyl)-2-thio-alpha-d-mannopyranoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5762,methylphosphinate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5763,methylthioninium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5764,minodronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5765,metribolone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5766,mibolerone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5767,lgd2941,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5768,medrysone,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5769,n-(3-carboxypropanoyl)-l-phenylalanyl-3-carboxy-o-(carboxymethyl)-n-pentyl-l-tyrosinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5770,mcc,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5771,"methyl 3-chloro-2-{3-[(2,5-dihydroxy-4-methoxyphenyl)amino]-3-oxopropyl}-4,6-dihydroxybenzoate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5772,n-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5773,mf268,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5774,mk-1775,0,0,[],[],,0.0,0.0,0.0,-0.5,0,0,0.0,0.0,-2.23606797749979
5775,n-({4-[4-(2-methyl-1h-imidazol-1-yl)butyl]phenyl}acetyl)-l-seryl-n-(2-cyclohexylethyl)-l-lysinamide,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
5776,lurbinectedin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5777,n-methylleucine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5778,n-omega-propyl-l-arginine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5779,n-[(1r)-3-(4-hydroxyphenyl)-1-methylpropyl]-2-(2-phenyl-1h-indol-3-yl)acetamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5780,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]-4-methoxy-2,3,6-trimethylbenzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5781,"n-[(e)-3-[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
