,drug_name,Cell senescence count,Cell senescence count marg,Cell senescence,Cell senescence marg,Cmap pAGE Cell senescence level1,Cmap pAGE Cell senescence level2,Cmap pAGE Cell senescence level3,Cmap pAGE Cell senescence level4,Cmap pAGE Cell senescence level5,Cmap pAGE Cell senescence level1 z_score,Cmap pAGE Cell senescence level2 z_score,Cmap pAGE Cell senescence level3 z_score,Cmap pAGE Cell senescence level4 z_score,Cmap pAGE Cell senescence level5 z_score
4503,methoxamine,0,0,[],[],-1.0,-1.0,-0.7142857142857143,-0.125,-0.0967741935483871,-1.4142135623730951,-1.732050807568877,-1.8898223650461363,-0.5,-0.5388159060803247
4504,nxn-188,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4505,cirazoline,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.0,0.032258064516129,0.0,-0.5773502691896256,0.3779644730092272,0.0,0.1796053020267748
4506,benzene hexacarboxylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4507,cortisone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4508,magnesium levulinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4509,compound 19,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4510,way-151693,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4511,equilenin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4512,prednicarbate,0,0,[],[],1.0,1.0,0.7142857142857143,0.375,0.032258064516129,1.4142135623730951,1.732050807568877,1.8898223650461363,1.5,0.1796053020267748
4513,abivertinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4514,n-cyclohexyl-n'-(propyl)phenyl urea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4515,loteprednol etabonate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4516,urofollitropin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4517,n-[(2-amino-6-methylpyrimidin-4-yl)methyl]-3-{[(e)-(2-oxodihydrofuran-3(2h)-ylidene)methyl]amino}benzenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4518,ferrous succinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4519,brigatinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4520,vx-765,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,0.0,-0.2258064516129032,0.0,0.5773502691896256,-0.3779644730092272,0.0,-1.257237114187424
4521,lorvotuzumab mertansine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4522,"4-{[(2r)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4523,cyt006-angqb,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4524,6-{[(cyclohexylamino)carbonyl]amino}hexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4525,bromhexine,0,0,[],[],0.0,-0.3333333333333333,-0.4285714285714285,-0.375,-0.0967741935483871,0.0,-0.5773502691896256,-1.1338934190276817,-1.5,-0.5388159060803247
4526,n-cyclohexyl-n'-decylurea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4527,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4528,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4529,daclizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4530,"(3r)-3-(fluoromethyl)-n-(3,3,3-trifluoropropyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4531,"(3r)-3-(fluoromethyl)-7-(thiomorpholin-4-ylsulfonyl)-1,2,3,4-tetrahydroisoquinoline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4532,levmetamfetamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4533,12-phenylheme,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4534,candicidin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4535,terguride,0,0,[],[],-1.0,-0.3333333333333333,-0.1428571428571428,0.125,-0.2903225806451613,-1.4142135623730951,-0.5773502691896256,-0.3779644730092272,0.5,-1.6164477182409742
4536,dalfopristin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4537,"4-chloro-6-(4-{4-[4-(methylsulfonyl)benzyl]piperazin-1-yl}-1h-pyrazol-5-yl)benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4538,2(s)-amino-6-boronohexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4539,tolmetin,0,0,[],[],0.0,-0.3333333333333333,-0.4285714285714285,-0.375,-0.5483870967741935,0.0,-0.5773502691896256,-1.1338934190276817,-1.5,-3.053290134455173
4540,"4-chloro-6-(4-piperazin-1-yl-1h-pyrazol-5-yl)benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4541,"6-(3-bromo-2-naphthyl)-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4542,"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4543,(2s)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4544,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4545,"4-(1h-imidazol-4-yl)-3-(5-ethyl-2,4-dihydroxy-phenyl)-1h-pyrazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4546,3-(indol-3-yl) lactate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4547,ferrous gluconate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4548,ruxolitinib,0,0,[],[],1.0,0.3333333333333333,-0.1428571428571428,0.0,-0.2258064516129032,1.4142135623730951,0.5773502691896256,-0.3779644730092272,0.0,-1.257237114187424
4549,"3-({2-[(2-amino-6-methylpyrimidin-4-yl)ethynyl]benzyl}amino)-1,3-oxazol-2(3h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4550,midecamycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4551,difluprednate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4552,bosentan,0,0,[],[],-1.0,-1.0,0.1428571428571428,-0.125,0.1612903225806451,-1.4142135623730951,-1.732050807568877,0.3779644730092272,-0.5,0.8980265101338745
4553,rokitamycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4554,n-[(cyclohexylamino)carbonyl]glycine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4555,dehydro-2(s)-amino-6-boronohexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4556,levothyroxine,0,0,[],[],0.0,0.3333333333333333,0.4285714285714285,0.125,0.032258064516129,0.0,0.5773502691896256,1.1338934190276817,0.5,0.1796053020267748
4557,prednisolone,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,-0.125,-0.0967741935483871,0.0,-0.5773502691896256,-0.3779644730092272,-0.5,-0.5388159060803247
4558,di-stearoyl-3-sn-phosphatidylethanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4559,6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4560,"3-carboxy-n,n,n-trimethyl-2-(octanoyloxy)propan-1-aminium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4561,6-[(z)-amino(imino)methyl]-n-[3-(cyclopentyloxy)phenyl]-2-naphthamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4562,6-o-benzylguanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4563,"3-decyl-2,5-dioxo-4-hydroxy-3-pyrroline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4564,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4565,"3-[4-amino-1-(1-methylethyl)-1h-pyrazolo[3,4-d]pyrimidin-3-yl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4566,benzamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4567,"6-[n-(4-ethyl-1,2,3,4-tetrahydro-6-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4568,tezosentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4569,nomegestrol,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,-0.125,-0.0967741935483871,0.0,0.5773502691896256,-0.3779644730092272,-0.5,-0.5388159060803247
4570,nomegestrol acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4571,"(1s,4r,9s)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4572,"7-iodo-1,2,3,4-tetrahydro-isoquinoline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4573,etretinate,0,0,[],[],0.0,0.3333333333333333,0.4285714285714285,0.125,0.2903225806451613,0.0,0.5773502691896256,1.1338934190276817,0.5,1.6164477182409742
4574,"(8r,9z,12z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4575,"(8e,10s,12z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4576,bedaquiline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4577,dichloroacetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4578,fosamprenavir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4579,"4-(2-aminoethoxy)-n-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4580,"[2,4,6-triisopropyl-phenylsulfonyl-l-[3-amidino-phenylalanine]]-piperazine-n'-beta-alanine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4581,lidoflazine,0,0,[],[],-1.0,-1.0,-0.4285714285714285,0.0,-0.0967741935483871,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,0.0,-0.5388159060803247
4582,corifollitropin alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4583,"n-[4-(aminosulfonyl)benzyl]-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4584,linifanib,0,0,[],[],-1.0,-1.0,-0.1428571428571428,-0.25,-0.1612903225806451,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,-1.0,-0.8980265101338745
4585,(3e)-3-[(phenylamino)methylidene]dihydrofuran-2(3h)-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4586,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4587,d-alpha-tocopherol acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4588,5-androstenedione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4589,tisotumab vedotin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4590,bencyclane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4591,pradefovir mesylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4592,fasinumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4593,6-[n-(4-(aminomethyl)phenyl)carbamyl]-2-naphthalenecarboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4594,"6-[n-(1-isopropyl-3,4-dihydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4595,"6-[n-(1-isopropyl-1,2,3,4-tetrahydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4596,miocamycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4597,dihomo-gamma-linolenic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4598,dihydroergocryptine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4599,4-{[(cyclohexylamino)carbonyl]amino}butanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4600,"4-carboxy-5-(1-pentyl)hexylsulfanyl-1,2,3-triazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4601,follitropin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4602,eribulin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4603,nicotinamide,0,0,[],[],-1.0,-0.3333333333333333,0.1428571428571428,0.25,0.2258064516129032,-1.4142135623730951,-0.5773502691896256,0.3779644730092272,1.0,1.257237114187424
4604,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4605,enalaprilat,0,0,[],[],-1.0,-0.3333333333333333,-0.4285714285714285,-0.125,0.032258064516129,-1.4142135623730951,-0.5773502691896256,-1.1338934190276817,-0.5,0.1796053020267748
4606,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4607,stannsoporfin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4608,2-[2-(2-cyclohexyl-2-guanidino-acetylamino)-acetylamino]-n-(3-mercapto-propyl)-propionamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4609,tildipirosin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4610,irl-1620,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
4611,naproxen,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.25,0.032258064516129,0.0,-0.5773502691896256,0.3779644730092272,1.0,0.1796053020267748
4612,nor-noha,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4613,solithromycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4614,amg-131,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4615,eperisone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4616,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9h-carbazol-9-yl)benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4617,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4(5h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4618,1-(adamantan-1-yl)-2-(1h-imidazol-1-yl)ethanone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4619,spaglumic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4620,enzacamene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4621,elvitegravir,0,0,[],[],-1.0,-1.0,0.1428571428571428,-0.125,0.032258064516129,-1.4142135623730951,-1.732050807568877,0.3779644730092272,-0.5,0.1796053020267748
4622,"5-(dodecylthio)-1h-1,2,3-triazole-4-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4623,deoxyuridine monophosphate,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
4624,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-piperazin-1-yl-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4625,arhalofenate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4626,eptifibatide,0,0,[],[],1.0,0.6666666666666666,0.2857142857142857,0.0625,-0.064516129032258,1.4142135623730951,1.1547005383792512,0.7559289460184545,0.25,-0.3592106040535497
4627,desonide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4628,"1-benzyl-3-(4-methoxyphenylamino)-4-phenylpyrrole-2,5-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4629,imc-1c11,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
4630,ar-9281,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4631,benzoylformic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4632,chlormadinone,0,0,[],[],-1.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.2903225806451613,-1.4142135623730951,-0.5773502691896256,-1.1338934190276817,-1.0,-1.6164477182409742
4633,"1,2,3,4-tetrahydro-isoquinoline-7-sulfonic acid amide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4634,6-deoxyerythronolide b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4635,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4636,calcitriol,0,0,[],[],1.0,1.0,-0.1428571428571428,-0.125,-0.2258064516129032,1.4142135623730951,1.732050807568877,-0.3779644730092272,-0.5,-1.257237114187424
4637,difluoro(5-{2-[(5-octyl-1h-pyrrol-2-yl-kappan)methylidene]-2h-pyrrol-5-yl-kappan}pentanoato)boron,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4638,9-aminocamptothecin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4639,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)isoxazole-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4640,cts-1027,0,0,[],[],-1.0,-1.0,0.1428571428571428,-0.125,-0.0967741935483871,-1.4142135623730951,-1.732050807568877,0.3779644730092272,-0.5,-0.5388159060803247
4641,emricasan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4642,obeticholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4643,"1-({2-[2-(4-chlorophenyl)ethyl]-1,3-dioxolan-2-yl}methyl)-1h-imidazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4644,naveglitazar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4645,imexon,0,1,[],[4],0.0,0.3333333333333333,-0.1428571428571428,-0.125,-0.2258064516129032,0.0,0.5773502691896256,-0.3779644730092272,-0.5,-1.257237114187424
4646,"4-methyl-7,8-dihydro-5h-thiopyrano[4,3-d]pyrimidin-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4647,n-cyclohexyl-n'-(4-iodophenyl)urea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4648,alvocidib,0,1,[],[5],0.0,0.3333333333333333,0.7142857142857143,0.25,0.0967741935483871,0.0,0.5773502691896256,1.8898223650461363,1.0,0.5388159060803247
4649,cx516,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4650,"(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4651,"4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4652,niludipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4653,"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4654,trans-6-(2-phenylcyclopropyl)-naphthalene-2-carboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4655,favid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4656,imidazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4657,anthralin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4658,descarboxy-nor-n(omega)-hydroxy-l-arginine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4659,nox-700,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4660,"4-{[1-methyl-2,4-dioxo-6-(3-phenylprop-1-yn-1-yl)-1,4-dihydroquinazolin-3(2h)-yl]methyl}benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4661,nf-kappab decoy,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4662,calcifediol,0,2,[],"[1, 2]",0.0,0.3333333333333333,-0.1428571428571428,0.0,-0.032258064516129,0.0,0.5773502691896256,-0.3779644730092272,0.0,-0.1796053020267748
4663,6-(n-phenylcarbamyl)-2-naphthalenecarboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4664,nadph,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4665,aniracetam,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,0.0,0.0967741935483871,0.0,0.5773502691896256,0.3779644730092272,0.0,0.5388159060803247
4666,niguldipine,0,0,[],[],-1.0,-0.3333333333333333,0.1428571428571428,0.25,0.1612903225806451,-1.4142135623730951,-0.5773502691896256,0.3779644730092272,1.0,0.8980265101338745
4667,alvespimycin,0,0,[],[],-1.0,-1.0,-0.4285714285714285,0.0,0.1612903225806451,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,0.0,0.8980265101338745
4668,"(5e,14e)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4669,penfluridol,0,0,[],[],0.0,-0.3333333333333333,-0.7142857142857143,-0.375,-0.032258064516129,0.0,-0.5773502691896256,-1.8898223650461363,-1.5,-0.1796053020267748
4670,muraglitazar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4671,indalpine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4672,"3-[(4-fluorophenyl)sulfanyl]-n-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4673,remacemide,0,0,[],[],-1.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.1612903225806451,-1.4142135623730951,-0.5773502691896256,-1.1338934190276817,-1.0,-0.8980265101338745
4674,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4675,7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4676,darodipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4677,n-sulfo-flavin mononucleotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4678,fendiline,0,0,[],[],0.0,0.3333333333333333,-0.4285714285714285,-0.5,-0.2903225806451613,0.0,0.5773502691896256,-1.1338934190276817,-2.0,-1.6164477182409742
4679,darglitazone,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
4680,lapachone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4681,laquinimod,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4682,copper,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4683,rifalazil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4684,fluprednisolone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4685,fluprednisolone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4686,at1391,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
4687,icatibant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4688,tazarotene,0,0,[],[],-1.0,-0.3333333333333333,-0.1428571428571428,-0.125,-0.1612903225806451,-1.4142135623730951,-0.5773502691896256,-0.3779644730092272,-0.5,-0.8980265101338745
4689,retapamulin,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,-0.125,-0.032258064516129,0.0,0.5773502691896256,-0.3779644730092272,-0.5,-0.1796053020267748
4690,n-hydroxy-2-[4-(4-phenoxy-benzenesulfonyl)-tetrahydro-pyran-4-yl]-acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4691,tenoxicam,0,0,[],[],-1.0,-1.0,0.1428571428571428,0.25,0.0967741935483871,-1.4142135623730951,-1.732050807568877,0.3779644730092272,1.0,0.5388159060803247
4692,ae-941,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4693,cisplatin,0,0,[],[],0.0,0.0,0.0,-0.0625,-0.1290322580645161,0.0,0.0,0.0,-0.25,-0.7184212081070995
4694,beta carotene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4695,cx-717,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4696,(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4697,(3-chloro-4-propoxy-phenyl)-acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4698,"2,4-diamino-5-phenyl-6-ethylpyrimidine",0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
4699,4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4700,paricalcitol,0,0,[],[],1.0,0.3333333333333333,0.4285714285714285,0.25,0.2258064516129032,1.4142135623730951,0.5773502691896256,1.1338934190276817,1.0,1.257237114187424
4701,parecoxib,0,0,[],[],-1.0,-0.6666666666666666,-0.2857142857142857,-0.0625,0.0,-1.4142135623730951,-1.1547005383792512,-0.7559289460184545,-0.25,0.0
4702,endostatin,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
4703,9-deazaguanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4704,r450,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4705,ulipristal,0,0,[],[],0.0,0.0,-0.2857142857142857,-0.1875,-0.1290322580645161,0.0,0.0,-0.7559289460184545,-0.75,-0.7184212081070995
