,drug_name,Genomic instability count,Genomic instability count marg,Genomic instability,Genomic instability marg,Cmap pAGE Genomic instability level1,Cmap pAGE Genomic instability level2,Cmap pAGE Genomic instability level3,Cmap pAGE Genomic instability level4,Cmap pAGE Genomic instability level5,Cmap pAGE Genomic instability level1 z_score,Cmap pAGE Genomic instability level2 z_score,Cmap pAGE Genomic instability level3 z_score,Cmap pAGE Genomic instability level4 z_score,Cmap pAGE Genomic instability level5 z_score
4990,alvocidib,0,0,[],[],1.0,1.0,1.0,0.36,0.0684931506849315,1.0,1.4142135623730951,2.449489742783178,1.7999999999999998,0.827605888602368
4991,bis-benzamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4992,favid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4993,descarboxy-nor-n(omega)-hydroxy-l-arginine,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
4994,"4-{[1-methyl-2,4-dioxo-6-(3-phenylprop-1-yn-1-yl)-1,4-dihydroquinazolin-3(2h)-yl]methyl}benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4995,nadph,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
4996,follitropin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4997,cytidine-5'-monophosphate-5-n-acetylneuraminic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4998,"4-carboxy-5-(1-pentyl)hexylsulfanyl-1,2,3-triazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
4999,4-{[(cyclohexylamino)carbonyl]amino}butanoic acid,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
5000,2(s)-amino-6-boronohexanoic acid,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5001,tolmetin,0,0,[],[],1.0,1.0,0.0,-0.36,-0.1780821917808219,1.0,1.4142135623730951,0.0,-1.7999999999999998,-2.1517753103661565
5002,deamido-nad+,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5003,ferrous gluconate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5004,ruxolitinib,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.12,-0.0410958904109589,1.0,0.0,-0.8164965809277259,-0.6,-0.4965635331614207
5005,aminomethylcyclohexane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5006,4-iodobenzo[b]thiophene-2-carboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5007,dichloroacetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5008,"3-carboxy-n,n,n-trimethyl-2-(octanoyloxy)propan-1-aminium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5009,estetrol,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5010,mk-0668,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5011,"6-methyl-2(propane-1-sulfonyl)-2h-thieno[3,2-d][1,2,3]diazaborinin-1-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5012,nabumetone,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.44,-0.1506849315068493,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-1.8207329549252096
5013,s-{2-[amino(dihydroxy)-lambda~4~-sulfanyl]ethyl}-d-cysteine,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5014,compound 19,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5015,benzene hexacarboxylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5016,nxn-188,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5017,(2s)-2-hydroxyoctanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5018,ethanolamine,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5019,"3-decyl-2,5-dioxo-4-hydroxy-3-pyrroline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5020,calcium chloride,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5021,gpi-1485,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5022,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5023,s-hydroxycysteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5024,risedronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5025,methylumbelliferyl chitotriose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5026,crx-139,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5027,salmon calcitonin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5028,keyhole limpet hemocyanin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5029,benzoyl peroxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5030,desonide,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5031,benzoylformic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5032,"3-[4-amino-1-(1-methylethyl)-1h-pyrazolo[3,4-d]pyrimidin-3-yl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5033,benzamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5034,di-stearoyl-3-sn-phosphatidylethanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5035,nomifensine,0,0,[],[],-1.0,-1.0,-1.0,-0.44,-0.1643835616438356,-1.0,-1.4142135623730951,-2.449489742783178,-2.1999999999999997,-1.986254132645683
5036,fructose-6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5037,etretinate,0,0,[],[],1.0,1.0,1.0,0.2,0.1506849315068493,1.0,1.4142135623730951,2.449489742783178,1.0,1.8207329549252096
5038,tezosentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5039,dihomo-gamma-linolenic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5040,6-{[(cyclohexylamino)carbonyl]amino}hexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5041,3-(indol-3-yl) lactate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5042,difluprednate,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5043,anthralin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5044,cx516,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5045,aniracetam,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.12,-0.136986301369863,-1.0,-1.4142135623730951,-1.6329931618554518,-0.6,-1.655211777204736
5046,niguldipine,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.44,-0.0958904109589041,-1.0,-1.4142135623730951,-0.8164965809277259,-2.1999999999999997,-1.158648244043315
5047,"3-[(4-fluorophenyl)sulfanyl]-n-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5048,naproxen,0,0,[],[],1.0,0.0,0.3333333333333333,0.04,-0.0821917808219178,1.0,0.0,0.8164965809277259,0.1999999999999999,-0.9931270663228416
5049,"hydroxy(oxo)(2-{(1s)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5050,phosphonoacetohydroxamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5051,hydrocortisone phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5052,y-27632,0,0,[],[],1.0,1.0,0.0,0.12,-0.0273972602739726,1.0,1.4142135623730951,0.0,0.6,-0.3310423554409472
5053,diisopropylphosphono group,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5054,(2s)-2-(3-carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5055,sotalol,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.44,0.0547945205479452,-1.0,-1.4142135623730951,-1.6329931618554518,-2.1999999999999997,0.6620847108818944
5056,"1,3-cyclohexanediol, 4-methylene-5-[(2e)-[(1s,3as,7as)-octahydro-1-(5-hydroxy-5-methyl-1,3-hexadiynyl)-7a-methyl-4h-inden-4-ylidene]ethylidene]-, (1r,3s,5z)",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5057,spermidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5058,vorapaxar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5059,vonicog alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5060,simoctocog alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5061,"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5062,dimetacrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5063,sarecycline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5064,sarizotan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5065,sarpogrelate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5066,zosuquidar,0,0,[],[],1.0,1.0,0.6666666666666666,-0.2,0.0,1.0,1.4142135623730951,1.6329931618554518,-1.0,0.0
5067,ctce-0214,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5068,zoledronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5069,dofetilide,0,0,[],[],-1.0,0.0,0.6666666666666666,0.44,0.136986301369863,-1.0,0.0,1.6329931618554518,2.1999999999999997,1.655211777204736
5070,balaglitazone,0,0,[],[],-1.0,-1.0,0.0,0.04,0.0136986301369863,-1.0,-1.4142135623730951,0.0,0.1999999999999999,0.1655211777204736
5071,somatostatin,0,0,[],[],-1.0,0.0,0.6666666666666666,0.28,0.0821917808219178,-1.0,0.0,1.6329931618554518,1.4,0.9931270663228416
5072,willardiine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5073,"dimethyl-(4,5,6,7-tetrabromo-1h-benzoimidazol-2-yl)-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5074,dexamethasone isonicotinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5075,"(5r)-2-[(2-fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5076,thonzonium,0,0,[],[],-1.0,0.0,0.0,0.44,0.0273972602739726,-1.0,0.0,0.0,2.1999999999999997,0.3310423554409472
5077,d-phenylalanyl-n-{4-[amino(iminio)methyl]benzyl}-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5078,thrombomodulin alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5079,tributyrin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5080,d-phenylalanyl-n-(3-methylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5081,d-phenylalanyl-n-(3-chlorobenzyl)-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5082,[(1s)-1-(5-chloro-1-benzothien-3-yl)-2-(2-naphthylamino)-2-oxoethyl]phosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5083,vx-148,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5084,solabegron,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5085,"1-(1-methylethyl)-3-quinolin-6-yl-1h-pyrazolo[3,4-d]pyrimidin-4-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5086,ciclesonide,0,0,[],[],-1.0,0.0,-0.6666666666666666,-0.12,-0.0958904109589041,-1.0,0.0,-1.6329931618554518,-0.6,-1.158648244043315
5087,"1-((1r,2s)-1-{2-[2-(4-chlorophenyl)-1,3-benzoxazol-7-yl]ethyl}-2-hydroxypropyl)-1h-imidazole-4-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5088,"(2s)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5089,"(2s)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5090,"1,8-di-hydroxy-4-nitro-xanthen-9-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5091,"1,8-di-hydroxy-4-nitro-anthraquinone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5092,sofosbuvir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5093,1-(phenylmethyl)cyclopentyl[(1s)-1-formylpentyl]carbamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5094,spirapril,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5095,(2r)-2-(3-biphenylyl)-n-{(2r)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5096,tm30339,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
5097,tbc-3711,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5098,dextromethorphan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5099,clocortolone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5100,tert-butyl 2-cyano-2-methylhydrazinecarboxylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5101,(s)-ampa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5102,clodronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5103,thio-atpa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5104,valproic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5105,dexibuprofen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5106,chlorpromazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5107,"(s)-2-amino-3-(1,3,5,7-pentahydro-2,4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5108,trc093,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5109,suramin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5110,"dibenzyl (carbonylbis{2,1-hydrazinediyl[(2s)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5111,clobetasol,0,1,[],[3],-1.0,-1.0,-0.6666666666666666,-0.28,0.0,-1.0,-1.4142135623730951,-1.6329931618554518,-1.4,0.0
5112,dibromotyrosine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5113,(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-[(1r)-1-{[(benzyloxy)carbonyl]amino}-2-methylpropyl](hydroxy)phosphoryl]propanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5114,vismodegib,0,0,[],[],-1.0,0.0,0.6666666666666666,0.44,0.1095890410958904,-1.0,0.0,1.6329931618554518,2.1999999999999997,1.3241694217637887
5115,varlitinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5116,dextrothyroxine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5117,(s)-des-me-ampa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5118,(s)-hmg-coa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5119,(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5120,balicatib,0,0,[],[],1.0,1.0,-0.3333333333333333,-0.12,-0.0136986301369863,1.0,1.4142135623730951,-0.8164965809277259,-0.6,-0.1655211777204736
5121,"(2r)-3-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl (9e)-octadec-9-enoate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5122,cra_1144,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5123,dipivefrin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5124,zalutumumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5125,diphenylacetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5126,chondroitin sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5127,"(2r)-n~4~-hydroxy-2-(3-hydroxybenzyl)-n~1~-[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]butanediamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5128,"zinc sulfate, unspecified form",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5129,von willebrand factor human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5130,"(2s)-2-ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5131,susoctocog alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5132,(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5133,sutimlimab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5134,"synthetic conjugated estrogens, a",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5135,tacrine(8)-4-aminoquinoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5136,dg031,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5137,bisphenol a diglycidyl ether,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5138,cat-213,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5139,tandutinib,0,0,[],[],1.0,1.0,0.3333333333333333,0.2,0.0342465753424657,1.0,1.4142135623730951,0.8164965809277259,1.0,0.413802944301184
5140,ustekinumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5141,(r)-tacrine(10)-hupyridone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5142,benzylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5143,tamibarotene,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.12,0.0273972602739726,-1.0,-1.4142135623730951,-1.6329931618554518,-0.6,0.3310423554409472
5144,benzylpenicilloyl polylysine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5145,desmethylsertraline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5146,desloratadine,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.44,-0.2054794520547945,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-2.482817665807104
5147,urethane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5148,tetradecyl hydrogen sulfate (ester),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5149,(rp)-camps,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5150,tariquidar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5151,coagulation factor viia recombinant human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5152,deoxyuridine-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5153,(r)-3-hydroxydecanoyl-coa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5154,technetium tc-99m sestamibi,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5155,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5156,"(3,4,8b-trimethyl-3-oxido-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-3-ium-7-yl) n-(2-ethylphenyl)carbamate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5157,technetium tc-99m tetrofosmin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5158,v24343,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5159,betamethasone,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.36,-0.1917808219178082,1.0,0.0,-1.6329931618554518,-1.7999999999999998,-2.31729648808663
5160,crizotinib,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.12,0.0958904109589041,-1.0,0.0,0.8164965809277259,-0.6,1.158648244043315
5161,darbepoetin alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5162,(3r)-3-hydroxydodecanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5163,"(3r)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5164,"(3r)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5165,bifonazole,0,1,[],[3],1.0,0.0,0.6666666666666666,0.04,0.0547945205479452,1.0,0.0,1.6329931618554518,0.1999999999999999,0.6620847108818944
5166,"(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5167,"(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5168,bromo-willardiine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5169,tert-butyl(1s)-1-cyclohexyl-2-oxoethylcarbamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5170,cortisone,0,0,[],[],-1.0,0.0,0.3333333333333333,0.12,0.1232876712328767,-1.0,0.0,0.8164965809277259,0.6,1.4896905994842622
5171,tegoprazan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5172,daptomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5173,dapsone,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.36,-0.0958904109589041,-1.0,-1.4142135623730951,-1.6329931618554518,-1.7999999999999998,-1.158648244043315
5174,cortivazol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5175,tetrabromo-2-benzotriazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5176,"(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3,4-dihydro-2h-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5177,biricodar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5178,coltuximab ravtansine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5179,tryptophan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5180,tyrosine,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5181,demeclocycline,0,0,[],[],1.0,0.0,0.0,0.04,-0.0273972602739726,1.0,0.0,0.0,0.1999999999999999,-0.3310423554409472
5182,demecarium,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.12,-0.0410958904109589,1.0,0.0,-0.8164965809277259,-0.6,-0.4965635331614207
5183,tezacaftor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5184,tolvaptan,0,0,[],[],-1.0,0.0,0.3333333333333333,0.2,0.0410958904109589,-1.0,0.0,0.8164965809277259,1.0,0.4965635331614207
5185,cyclophosphamide,0,0,[],[],-1.0,0.0,0.6666666666666666,0.36,0.0410958904109589,-1.0,0.0,1.6329931618554518,1.7999999999999998,0.4965635331614207
5186,"(3s)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2,4-benzothiadiazine 1,1-dioxide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5187,d-leucyl-n-(3-chlorobenzyl)-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5188,d-leucyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5189,"(5s)-3-anilino-5-(2,4-difluorophenyl)-5-methyl-1,3-oxazolidine-2,4-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5190,tetrastearoyl cardiolipin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5191,"(5s)-2-{[(1s)-1-(4-fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5192,daglutril,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5193,tyramine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5194,"(5s)-2-{[(1s)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5195,tezepelumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5196,"(5s)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5197,dacarbazine,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.36,-0.1780821917808219,1.0,0.0,-1.6329931618554518,-1.7999999999999998,-2.1517753103661565
5198,"(5r,6s,8s)-8-[3-(aminomethyl)phenyl]-6-hydroxy-5-isopropyl-3-oxo-1-phenyl-2,7-dioxa-4-aza-6-phosphanonan-9-oic acid 6-oxide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5199,dpi59,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5200,tetrahydropalmatine,0,0,[],[],1.0,1.0,0.3333333333333333,0.04,0.0273972602739726,1.0,1.4142135623730951,0.8164965809277259,0.1999999999999999,0.3310423554409472
5201,tridolgosir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5202,(3e)-3-[(4-hydroxyphenyl)imino]-1h-indol-2(3h)-one,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
