,drug_name,Mitochondrial dysfunction count,Mitochondrial dysfunction count marg,Mitochondrial dysfunction,Mitochondrial dysfunction marg,Cmap pAGE Mitochondrial dysfunction level1,Cmap pAGE Mitochondrial dysfunction level2,Cmap pAGE Mitochondrial dysfunction level3,Cmap pAGE Mitochondrial dysfunction level4,Cmap pAGE Mitochondrial dysfunction level5,Cmap pAGE Mitochondrial dysfunction level1 z_score,Cmap pAGE Mitochondrial dysfunction level2 z_score,Cmap pAGE Mitochondrial dysfunction level3 z_score,Cmap pAGE Mitochondrial dysfunction level4 z_score,Cmap pAGE Mitochondrial dysfunction level5 z_score
5639,trifluoro-[hydroxy-[hydroxy-[2-(n-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5640,tert-butanol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5641,"5,6-dihydro-benzo[h]cinnolin-3-ylamine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5642,meprobamate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5643,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5644,mequitazine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5645,"4-(aminosulfonyl)-n-[(2,3,4-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5646,"n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5647,"4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5648,"4-(aminosulfonyl)-n-[(2,4-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5649,n-[(1s)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5650,mercuribenzoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5651,melperone,0,0,[],[],0.0,-1.0,-0.0588235294117647,0.1034482758620689,0.1686046511627907,0,-1.4142135623730951,-0.2425356250363329,0.5570860145311556,2.2112292698227676
5652,4-(4-fluorobenzyl)piperidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5653,n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5654,triazolam,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5655,xl820,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5656,mesobiliverdin iv alpha,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5657,p-toluenesulfonic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5658,mesoxalic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5659,mestranol,0,0,[],[],0.0,-1.0,-0.5294117647058824,-0.3103448275862069,0.0581395348837209,0,-1.4142135623730951,-2.182820625326997,-1.6712580435934667,0.7624928516630233
5660,trimipramine,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.3103448275862069,-0.3837209302325581,0,0.0,-1.212678125181665,-1.6712580435934667,-5.032452820975954
5661,n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5662,tripelennamine,0,0,[],[],0.0,0.0,0.1764705882352941,0.0344827586206896,0.0290697674418604,0,0.0,0.727606875108999,0.1856953381770518,0.3812464258315116
5663,4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5664,(3e)-4-(1-methyl-1h-indol-3-yl)but-3-en-2-one,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5665,"5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3h)-one",0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5666,trimethoprim,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.1724137931034483,-0.0581395348837209,0,0.0,-0.727606875108999,-0.9284766908852594,-0.7624928516630233
5667,tromethamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5668,trimebutine,0,0,[],[],0.0,0.0,-0.1764705882352941,0.0344827586206896,0.1686046511627907,0,0.0,-0.727606875108999,0.1856953381770518,2.2112292698227676
5669,methyl l-phenylalaninate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5670,"4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5671,4-({[(4-methylpiperazin-1-yl)amino]carbonothioyl}amino)benzenesulfonamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5672,n-ethyl-5'-carboxamido adenosine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5673,n-ethyl-n-isopropyl-3-methyl-5-{[(2s)-2-(pyridin-4-ylamino)propyl]oxy}benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5674,p-hydroxymercuribenzoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5675,treprostinil,0,0,[],[],0.0,-1.0,-0.5294117647058824,-0.3103448275862069,-0.005813953488372,0,-1.4142135623730951,-2.182820625326997,-1.6712580435934667,-0.0762492851663023
5676,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5677,"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5678,"4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5679,cilazaprilat,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5680,4-(2-aminoethyl)-2-ethylphenol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5681,"(1-hydroxynonane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5682,"5-(2-hydroxyethyl)nonane-1,9-diol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5683,n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5684,n-propargyl-1(s)-aminoindan,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5685,"n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5686,sn-glycero-3-phosphoethanolamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5687,trilostane,0,0,[],[],0.0,-1.0,-0.4117647058823529,-0.1724137931034483,0.0290697674418604,0,-1.4142135623730951,-1.697749375254331,-0.9284766908852594,0.3812464258315116
5688,4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5689,troleandomycin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5690,"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5691,"(3asr,4rs,8asr,8brs)-4-(2-(4-fluorobenzyl)-1,3-dioxodeacahydropyrrolo[3,4-a] pyrrolizin-4-yl)benzamidine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5692,"n-[(5r,14r)-5-amino-5,14-dimethyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.1~7,11~]docosa-1(21),7(22),8,10,17,19-hexaen-19-yl]-n-methylmethanesulfonamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5693,triglu-5-formyl-tetrahydrofolate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5694,n-(2-flouro-benzyl)-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5695,minoxidil,0,0,[],[],0.0,-1.0,0.0588235294117647,-0.0344827586206896,0.0174418604651162,0,-1.4142135623730951,0.2425356250363329,-0.1856953381770518,0.228747855498907
5696,zuclopenthixol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5697,"[(2r)-1-[(2s)-2-[[(2s,3s)-1-chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5698,miltefosine,0,0,[],[],0.0,-1.0,-0.0588235294117647,0.1034482758620689,-0.0174418604651162,0,-1.4142135623730951,-0.2425356250363329,0.5570860145311556,-0.228747855498907
5699,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol",0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5700,zofenoprilat,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5701,ziprasidone,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.0344827586206896,0.2209302325581395,0,0.0,-1.212678125181665,-0.1856953381770518,2.897472836319489
5702,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5703,mito-4509,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5704,[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5705,moexipril,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.2413793103448276,-0.0697674418604651,0,0.0,-0.727606875108999,-1.299867367239363,-0.914991421995628
5706,mometasone,0,0,[],[],0.0,0.0,-0.4117647058823529,-0.1724137931034483,-0.0988372093023255,0,0.0,-1.697749375254331,-0.9284766908852594,-1.2962378478271397
5707,metergoline,0,0,[],[],0.0,0.0,0.1764705882352941,0.0344827586206896,-0.0348837209302325,0,0.0,0.727606875108999,0.1856953381770518,-0.457495710997814
5708,yohimbine,0,0,[],[],0.0,-1.0,-0.4117647058823529,-0.1724137931034483,-0.1104651162790697,0,-1.4142135623730951,-1.697749375254331,-0.9284766908852594,-1.4487364181597444
5709,foreskin fibroblast (neonatal),0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5710,"n,n,n-trimethyl-2-(phosphonooxy)ethanaminium",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5711,volinanserin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5712,vintafolide,0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
5713,mimosine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5714,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol",0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5715,4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5716,mometasone furoate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5717,methyprylon,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5718,zileuton,0,0,[],[],0.0,0.0,0.1764705882352941,0.1034482758620689,0.1395348837209302,0,0.0,0.727606875108999,0.5570860145311556,1.829982843991256
5719,indeglitazar,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5720,ziconotide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5721,"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",0,1,[],[4],,,,,,0,0.0,0.0,0.0,0.0
5722,zidovudine monophosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5723,zeranol,0,0,[],[],0.0,0.0,0.0588235294117647,-0.1034482758620689,-0.0755813953488372,0,0.0,0.2425356250363329,-0.5570860145311556,-0.9912407071619302
5724,wortmannin,0,0,[],[],0.0,0.0,0.0588235294117647,-0.0344827586206896,-0.313953488372093,0,0.0,0.2425356250363329,-0.1856953381770518,-4.117461398980326
5725,zardaverine,0,0,[],[],0.0,0.0,0.2941176470588235,0.1724137931034483,-0.0930232558139534,0,0.0,1.212678125181665,0.9284766908852594,-1.219988562660837
5726,moroctocog alfa,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5727,mifepristone,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.2413793103448276,-0.0523255813953488,0,0.0,-0.727606875108999,-1.299867367239363,-0.686243566496721
5728,zaleplon,0,0,[],[],0.0,0.0,-0.1764705882352941,0.0344827586206896,0.1569767441860465,0,0.0,-0.727606875108999,0.1856953381770518,2.058730699490163
5729,morpholine-4-carboxylic acid (1-(3-benzenesulfonyl-1-phenethylallylcarbamoyl)-3-methylbutyl)-amide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5730,morpholine-4-carboxylic acid [1s-(2-benzyloxy-1r-cyano-ethylcarbamoyl)-3-methyl-butyl]amide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5731,zalcitabine,0,0,[],[],0.0,-1.0,-0.5294117647058824,-0.1034482758620689,0.1337209302325581,0,-1.4142135623730951,-2.182820625326997,-0.5570860145311556,1.7537335588249534
5732,zilucoplan,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5733,moxonidine,0,0,[],[],0.0,-1.0,-0.2941176470588235,-0.1724137931034483,0.0465116279069767,0,-1.4142135623730951,-1.212678125181665,-0.9284766908852594,0.6099942813304187
5734,"n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5735,"n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5736,metipranolol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5737,"n-(2,6-diflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5738,"2',3'-dideoxythymidine-5'-monophosphate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5739,toripalimab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5740,"[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5741,warfarin,0,0,[],[],0.0,-1.0,-0.0588235294117647,-0.0344827586206896,-0.0930232558139534,0,-1.4142135623730951,-0.2425356250363329,-0.1856953381770518,-1.219988562660837
5742,wx-uk1,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5743,metolazone,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.3793103448275862,0.0116279069767441,0,0.0,-1.212678125181665,-2.0426487199475702,0.1524985703326046
5744,"4-[(4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5745,methyl (3s)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5746,uridylyl-2'-5'-phospho-guanosine,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
5747,n-benzyl-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5748,n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5749,"n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5750,"n-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5751,trichostatin a,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5752,memantine,0,0,[],[],0.0,-1.0,-0.5294117647058824,-0.5172413793103449,-0.1046511627906976,0,-1.4142135623730951,-2.182820625326997,-2.785430072655778,-1.372487132993442
5753,5'-deoxy-5'-piperidin-1-ylthymidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5754,trifluoroacetonyl coenzyme a,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5755,(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5756,[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5757,mevastatin,0,0,[],[],0.0,0.0,0.1764705882352941,0.0344827586206896,-0.25,0,0.0,0.727606875108999,0.1856953381770518,-3.278719262151
5758,"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5759,vilobelimab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5760,"4-[(3-bromo-4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5761,vilazodone,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.0344827586206896,0.127906976744186,0,0.0,-0.2425356250363329,-0.1856953381770518,1.6774842736586515
5762,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5763,vidarabine,0,0,[],[],0.0,1.0,-0.0588235294117647,0.1034482758620689,0.1511627906976744,0,1.4142135623730951,-0.2425356250363329,0.5570860145311556,1.9824814143238605
5764,"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5765,vestipitant,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5766,xylazine,0,0,[],[],0.0,0.0,0.1764705882352941,0.0344827586206896,0.1046511627906976,0,0.0,0.727606875108999,0.1856953381770518,1.372487132993442
5767,"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5768,"(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5769,resiquimod,0,1,[],[3],0.0,0.0,0.5294117647058824,0.2413793103448276,-0.0813953488372093,0,0.0,2.182820625326997,1.299867367239363,-1.0674899923282328
5770,4-[3-(1h-benzimidazol-2-yl)-1h-indazol-6-yl]-2-methoxyphenol,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5771,midazolam,0,0,[],[],0.0,1.0,0.0588235294117647,-0.1034482758620689,0.0116279069767441,0,1.4142135623730951,0.2425356250363329,-0.5570860145311556,0.1524985703326046
5772,ximelagatran,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5773,mianserin,0,0,[],[],0.0,1.0,0.5294117647058824,0.3103448275862069,0.0581395348837209,0,1.4142135623730951,2.182820625326997,1.6712580435934667,0.7624928516630233
5774,mexazolam,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5775,"thieno[3,2-b]pyridine-2-sulfonic acid [2-oxo-1-(1h-pyrrolo[2,3-c]pyridin-2-ylmethyl)-pyrrolidin-3-yl]-amide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5776,valproic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5777,1-benzyl-3-(4-methoxy-benzenesulfonyl)-6-oxo-hexahydro-pyrimidine-4-carboxylic acid hydroxyamide,0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
5778,aluminium phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5779,fluorometholone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5780,fimasartan,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5781,fluoroestradiol f-18,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5782,"2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5783,pralidoxime,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.3103448275862069,-0.0755813953488372,0,0.0,-0.2425356250363329,-1.6712580435934667,-0.9912407071619302
5784,poziotinib,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5785,fluoro-willardiine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5786,4-[3-(4-fluorophenyl)-1h-pyrazol-4-yl]pyridine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5787,pozanicline,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5788,piroxicam,0,2,[],"[4, 5]",0.0,0.0,0.2941176470588235,0.1034482758620689,-0.0348837209302325,0,0.0,1.212678125181665,0.5570860145311556,-0.457495710997814
5789,fluocortolone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5790,flecainide,0,0,[],[],0.0,-1.0,-0.5294117647058824,-0.2413793103448276,-0.0348837209302325,0,-1.4142135623730951,-2.182820625326997,-1.299867367239363,-0.457495710997814
5791,flibanserin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5792,pizotifen,0,0,[],[],0.0,-1.0,-0.0588235294117647,-0.2413793103448276,-0.2151162790697674,0,-1.4142135623730951,-0.2425356250363329,-1.299867367239363,-2.8212235511531865
5793,2-chloro-5-(3-chloro-phenyl)-6-[(4-cyano-phenyl)-(3-methyl-3h-imidazol-4-yl)- methoxymethyl]-nicotinonitrile,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5794,potassium,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5795,2-aminoethanimidic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5796,piribedil,0,0,[],[],0.0,0.0,0.4117647058823529,0.3793103448275862,0.0,0,0.0,1.697749375254331,2.0426487199475702,0.0
5797,fluprednidene,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5798,polyethylene glycol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5799,aluminium,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5800,"2-amino-5-[3-(1-ethyl-1h-pyrazol-5-yl)-1h-pyrrolo[2,3-b]pyridin-5-yl]-n,n-dimethylbenzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5801,2-(4-carcoxy-5-isopropylthiazolyl)benzopiperidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5802,palifermin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5803,gatifloxacin,0,0,[],[],0.0,0.0,0.1764705882352941,0.1724137931034483,-0.0581395348837209,0,0.0,0.727606875108999,0.9284766908852594,-0.7624928516630233
5804,2-[trans-(4-aminocyclohexyl)amino]-6-(benzyl-amino)-9-cyclopentylpurine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5805,pyridostigmine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5806,panitumumab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5807,ajmaline,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5808,gallium ga-68 gozetotide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5809,paratoulene phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5810,galantamine,0,0,[],[],0.0,0.0,0.2941176470588235,0.2413793103448276,-0.0988372093023255,0,0.0,1.212678125181665,1.299867367239363,-1.2962378478271397
5811,2-[4-[(z)-2-acetamido-3-oxo-3-[[(3s)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5812,"2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5813,quinalizarin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5814,mln0415,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
5815,fosnetupitant,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5816,2-chlorodideoxyadenosine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5817,"2-amino-3-(3-hydroxy-7,8-dihydro-6h-cyclohepta[d]-4-isoxazolyl)propionic acid",0,1,[],[3],,,,,,0,0.0,0.0,0.0,0.0
5818,fludiazepam,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5819,monensin,0,0,[],[],0.0,0.0,0.0588235294117647,-0.1034482758620689,-0.0988372093023255,0,0.0,0.2425356250363329,-0.5570860145311556,-1.2962378478271397
5820,n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5821,4-phenoxy-n-(pyridin-2-ylmethyl)benzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5822,phenylphosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5823,fontolizumab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5824,prednylidene,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5825,"2-mercapto-n-[1,2,3,10-tetramethoxy-9-oxo-5,6,7,9-tetrahydro-benzo[a]heptalen-7-yl]acetamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5826,phosphoramidon,0,1,[],[2],,,,,,0,0.0,0.0,0.0,0.0
5827,2-fluoro-4-[4-(4-fluorophenyl)-1h-pyrazol-3-yl]pyridine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5828,phosphorylisopropane,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5829,physostigmine,0,0,[],[],0.0,0.0,0.2941176470588235,0.2413793103448276,-0.0523255813953488,0,0.0,1.212678125181665,1.299867367239363,-0.686243566496721
5830,prednisone acetate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
5831,piclamilast,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.2413793103448276,-0.0581395348837209,0,0.0,-0.727606875108999,-1.299867367239363,-0.7624928516630233
5832,2-deoxy-glucitol-6-phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
