,drug_name,Epigenetic alterations count,Epigenetic alterations count marg,Epigenetic alterations,Epigenetic alterations marg,Cmap pAGE Epigenetic alterations level1,Cmap pAGE Epigenetic alterations level2,Cmap pAGE Epigenetic alterations level3,Cmap pAGE Epigenetic alterations level4,Cmap pAGE Epigenetic alterations level5,Cmap pAGE Epigenetic alterations level1 z_score,Cmap pAGE Epigenetic alterations level2 z_score,Cmap pAGE Epigenetic alterations level3 z_score,Cmap pAGE Epigenetic alterations level4 z_score,Cmap pAGE Epigenetic alterations level5 z_score
5090,"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5091,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5092,"n-(4-chlorophenyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
5093,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5094,ormeloxifene,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
5095,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5096,"8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine",0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
5097,4-nitrophenyl phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5098,"2-amino-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5099,cra_10972,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5100,chromic chloride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5101,xl844,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5102,6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5103,droxidopa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5104,duvelisib,0,3,[],"[2, 3, 4]",,,,,,0.0,0.0,0.0,0.0,0.0
5105,cerulenin,0,1,[],[1],1.0,0.2857142857142857,0.3529411764705882,0.1388888888888889,0.0557275541795665,1.4142135623730951,0.7559289460184545,1.455213750217998,0.8333333333333334,1.001546791334383
5106,ecabet,0,0,[],[],0.0,0.1428571428571428,0.0588235294117647,0.1111111111111111,-0.0588235294117647,0.0,0.3779644730092272,0.2425356250363329,0.6666666666666666,-1.0571882797418486
5107,enrasentan,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5108,indoramin,0,0,[],[],-1.0,-0.4285714285714285,-0.2941176470588235,0.0,-0.0278637770897832,-1.4142135623730951,-1.1338934190276817,-1.212678125181665,0.0,-0.5007733956671915
5109,indigotindisulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5110,bretylium,0,0,[],[],1.0,0.8571428571428571,0.3529411764705882,0.0833333333333333,0.0804953560371517,1.4142135623730951,2.2677868380553634,1.455213750217998,0.5,1.4466786985941087
5111,6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5112,"cyclohexyl-{4-[5-(3,4-dichlorophenyl)-2-piperidin-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5113,"cyclopropyl-{4-[5-(3,4-dichlorophenyl)-2-[(1-methyl)-piperidin]-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5114,cyclotheonamide a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5115,"5-[5,6-bis(methyloxy)-1h-benzimidazol-1-yl]-3-{[1-(2-chlorophenyl)ethyl]oxy}-2-thiophenecarboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5116,5-bromo-n-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5117,bis(5-amidino-benzimidazolyl)methane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5118,dapiprazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5119,doxazosin,0,0,[],[],0.0,-0.1428571428571428,-0.1764705882352941,0.0,-0.0773993808049535,0.0,-0.3779644730092272,-0.727606875108999,0.0,-1.391037210186643
5120,cetuximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5121,cra_10991,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5122,prx-07034,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5123,palivizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5124,paclitaxel docosahexaenoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5125,oxaliplatin,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5126,oxymetazoline,0,0,[],[],1.0,1.0,0.2941176470588235,0.3333333333333333,0.0402476780185758,1.4142135623730951,2.6457513110645907,1.212678125181665,2.0,0.7233393492970543
5127,xylometazoline,0,0,[],[],-1.0,-0.1428571428571428,0.1764705882352941,0.1111111111111111,0.0526315789473684,-1.4142135623730951,-0.3779644730092272,0.727606875108999,0.6666666666666666,0.9459053029269172
5128,ocaperidone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5129,2h-benzimidazol-2-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5130,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]-2-furyl}-n-methylbenzenesulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5131,becatecarin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5132,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5133,6-chloro-2-(2-hydroxy-biphenyl-3-yl)-1h-indole-5-carboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5134,6-o-cyclohexylmethyl guanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5135,dienogest,0,1,[],[5],0.0,-0.1428571428571428,-0.0588235294117647,-0.2777777777777778,-0.1021671826625387,0.0,-0.3779644730092272,-0.2425356250363329,-1.6666666666666667,-1.8361691174463688
5136,chlorambucil,0,1,[],[1],0.0,0.1428571428571428,-0.1764705882352941,0.0,-0.0526315789473684,0.0,0.3779644730092272,-0.727606875108999,0.0,-0.9459053029269172
5137,diflunisal,0,1,[],[2],0.0,-0.1428571428571428,-0.0588235294117647,-0.0555555555555555,0.0030959752321981,0.0,-0.3779644730092272,-0.2425356250363329,-0.3333333333333333,0.0556414884074657
5138,istaroxime,0,1,[],[1],-1.0,-0.4285714285714285,-0.4117647058823529,-0.3888888888888889,-0.1207430340557275,-1.4142135623730951,-1.1338934190276817,-1.697749375254331,-2.3333333333333335,-2.1700180478911633
5139,biopterin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5140,darapladib,0,0,[],[],-1.0,-0.1428571428571428,-0.1764705882352941,-0.4444444444444444,-0.1578947368421052,-1.4142135623730951,-0.3779644730092272,-0.727606875108999,-2.6666666666666665,-2.837715908780752
5141,ly-294002,0,0,[],[],-1.0,-0.4285714285714285,-0.4117647058823529,-0.2222222222222222,-0.0773993808049535,-1.4142135623730951,-1.1338934190276817,-1.697749375254331,-1.3333333333333333,-1.391037210186643
5142,equilin,0,1,[],[2],0.0,-0.1428571428571428,-0.0588235294117647,-0.2222222222222222,-0.0092879256965944,0.0,-0.3779644730092272,-0.2425356250363329,-1.3333333333333333,-0.1669244652223971
5143,aranidipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5144,icatibant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5145,artesunate,0,0,[],[],-1.0,0.1428571428571428,-0.1764705882352941,-0.1666666666666666,-0.0092879256965944,-1.4142135623730951,0.3779644730092272,-0.727606875108999,-1.0,-0.1669244652223971
5146,at1391,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5147,abaloparatide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5148,arotinolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5149,human immunoglobulin g,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5150,hexadecanal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5151,declopramide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5152,"hydroxy(oxo)(3-{[(2z)-4-[3-(1h-1,2,4-triazol-1-ylmethyl)phenyl]pyrimidin-2(5h)-ylidene]amino}phenyl)ammonium",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5153,acetyldigitoxin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5154,glutathione disulfide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5155,glisoxepide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5156,glatiramer,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5157,cra_1802,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5158,cra_9785,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5159,cyclizine,0,0,[],[],-1.0,0.0,-0.5882352941176471,-0.25,0.0,-1.4142135623730951,0.0,-2.42535625036333,-1.5,0.0
5160,ferrous glycine sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5161,ferrous ascorbate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5162,amonafide,0,0,[],[],-1.0,-0.8571428571428571,-0.5882352941176471,-0.4722222222222222,-0.1300309597523219,-1.4142135623730951,-2.2677868380553634,-2.42535625036333,-2.8333333333333335,-2.33694251311356
5163,delta-amino valeric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5164,deslanoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5165,idecabtagene vicleucel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5166,carotuximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5167,aldesleukin,0,2,[],"[2, 3]",,,,,,0.0,0.0,0.0,0.0,0.0
5168,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}-2-(trifluoromethyl)benzenesulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5169,apoptone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5170,furoyl-leucine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5171,casimiroin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5172,angiotensin ii,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5173,androstanedione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5174,forasartan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5175,flurbiprofen,0,1,[],[2],1.0,-0.1428571428571428,-0.0588235294117647,-0.0555555555555555,-0.0030959752321981,1.4142135623730951,-0.3779644730092272,-0.2425356250363329,-0.3333333333333333,-0.0556414884074657
5176,fenofibrate,0,1,[],[4],0.0,0.2857142857142857,0.2352941176470588,0.1944444444444444,-0.0247678018575851,0.0,0.7559289460184545,0.970142500145332,1.1666666666666667,-0.4451319072597258
5177,flavin adenine dinucleotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5178,"2-(3-amino-2,5,6-trimethoxyphenyl)ethyl 5-chloro-2,4-dihydroxybenzoate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5179,"2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5180,anifrolumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5181,melperone,0,0,[],[],0.0,0.4285714285714285,0.4117647058823529,0.0555555555555555,-0.0154798761609907,0.0,1.1338934190276817,1.697749375254331,0.3333333333333333,-0.2782074420373286
5182,tranylcypromine,0,0,[],[],0.0,0.2857142857142857,0.2352941176470588,0.1944444444444444,0.0619195046439628,0.0,0.7559289460184545,0.970142500145332,1.1666666666666667,1.1128297681493144
5183,"(3z)-6-(4-hydroxy-3-methoxyphenyl)-3-(1h-pyrrol-2-ylmethylene)-1,3-dihydro-2h-indol-2-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5184,trastuzumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5185,trazodone,0,0,[],[],0.0,-0.1428571428571428,0.0588235294117647,-0.2222222222222222,-0.0340557275541795,0.0,-0.3779644730092272,0.2425356250363329,-1.3333333333333333,-0.6120563724821229
5186,"trencam-3,2-hopo",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5187,medroxyprogesterone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5188,"n-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5189,4-(4-fluorobenzyl)piperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5190,medazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5191,n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5192,triazolam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5193,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5194,"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5195,"4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5196,"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5197,4-(2-aminoethyl)-2-ethylphenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5198,medical cannabis,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5199,mechlorethamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5200,"4-(aminosulfonyl)-n-[(2,3,4-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5201,n-[2-(2-methyl-1h-indol-3-yl)ethyl]thiophene-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5202,"4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5203,"4-(aminosulfonyl)-n-[(2,4-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5204,n-[(1s)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5205,mercuribenzoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5206,mercuric iodide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5207,{(2s)-1-[n-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5208,tricetin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5209,"n-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5210,"(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5211,"(3as)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5212,n-acetyl-alpha-neuraminic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5213,"4-(2,5-diamino-5-hydroxy-pentyl)-phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5214,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5215,tositumomab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5216,"(3as)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5217,"(1-hydroxyheptane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5218,"(1-hydroxynonane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5219,"5-(2-hydroxyethyl)nonane-1,9-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5220,treprostinil,0,0,[],[],0.0,0.0,-0.1176470588235294,-0.0277777777777777,-0.0433436532507739,0.0,0.0,-0.4850712500726659,-0.1666666666666666,-0.7789808377045201
5221,trimebutine,0,0,[],[],1.0,-0.1428571428571428,0.0588235294117647,0.0,-0.0650154798761609,1.4142135623730951,-0.3779644730092272,0.2425356250363329,0.0,-1.16847125655678
5222,n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5223,tripelennamine,0,0,[],[],0.0,0.1428571428571428,0.2941176470588235,0.0555555555555555,-0.0092879256965944,0.0,0.3779644730092272,1.212678125181665,0.3333333333333333,-0.1669244652223971
5224,4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5225,(3e)-4-(1-methyl-1h-indol-3-yl)but-3-en-2-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5226,"5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5227,trimethoprim,0,1,[],[2],0.0,-0.7142857142857143,0.0588235294117647,-0.1111111111111111,-0.0712074303405572,0.0,-1.8898223650461363,0.2425356250363329,-0.6666666666666666,-1.2797542333717116
5228,tromethamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5229,methyl l-phenylalaninate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5230,n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5231,"4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5232,4-({[(4-methylpiperazin-1-yl)amino]carbonothioyl}amino)benzenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5233,scyllo-inositol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5234,4-({[4-(3-methylbenzoyl)pyridin-2-yl]amino}methyl)benzenecarboximidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5235,"4-(aminosulfonyl)-n-[(2,5-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5236,p-coumaric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5237,n-carbamoyl-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5238,trimipramine,0,0,[],[],0.0,0.1428571428571428,-0.2941176470588235,-0.1111111111111111,-0.0835913312693498,0.0,0.3779644730092272,-1.212678125181665,-0.6666666666666666,-1.5023201870015743
5239,mestranol,0,0,[],[],0.0,0.1428571428571428,-0.2941176470588235,-0.0555555555555555,-0.0526315789473684,0.0,0.3779644730092272,-1.212678125181665,-0.3333333333333333,-0.9459053029269172
5240,mesoxalic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5241,n-formylpiperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5242,"n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5243,sn-glycero-3-phosphoethanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5244,triclabendazole,0,0,[],[],-1.0,0.4285714285714285,0.2941176470588235,0.3333333333333333,0.0897832817337461,-1.4142135623730951,1.1338934190276817,1.212678125181665,2.0,1.6136031638165058
5245,trilostane,0,1,[],[2],0.0,0.4285714285714285,0.0588235294117647,-0.0555555555555555,-0.0030959752321981,0.0,1.1338934190276817,0.2425356250363329,-0.3333333333333333,-0.0556414884074657
5246,4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5247,troleandomycin,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5248,"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5249,"(3asr,4rs,8asr,8brs)-4-(2-(4-fluorobenzyl)-1,3-dioxodeacahydropyrrolo[3,4-a] pyrrolizin-4-yl)benzamidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5250,n-propargyl-1(s)-aminoindan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5251,p-hydroxymercuribenzoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5252,n-ethyl-n-isopropyl-3-methyl-5-{[(2s)-2-(pyridin-4-ylamino)propyl]oxy}benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5253,n-ethyl-5'-carboxamido adenosine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5254,n-formylmethionine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5255,mesobiliverdin iv alpha,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5256,p-toluenesulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5257,"n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5258,mequitazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5259,rurioctocog alfa pegol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5260,vilazodone,0,0,[],[],1.0,0.4285714285714285,0.0588235294117647,0.1111111111111111,0.1269349845201238,1.4142135623730951,1.1338934190276817,0.2425356250363329,0.6666666666666666,2.2813010247060945
5261,vintafolide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5262,"n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5263,"n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5264,metipranolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5265,"n-(2,6-diflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5266,vilobelimab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5267,"4-[(3-bromo-4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5268,(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5269,"n,n,n-trimethyl-2-(phosphonooxy)ethanaminium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5270,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5271,vidarabine,0,0,[],[],-1.0,-0.1428571428571428,0.0588235294117647,0.2777777777777778,-0.0464396284829721,-1.4142135623730951,-0.3779644730092272,0.2425356250363329,1.6666666666666667,-0.8346223261119858
5272,"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5273,"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5274,"(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5275,voxelotor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5276,4-[3-(1h-benzimidazol-2-yl)-1h-indazol-6-yl]-2-methoxyphenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5277,volinanserin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5278,"4-[3-(3-nitrophenyl)-1,2,4-oxadiazol-5-yl]butanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5279,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5280,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5281,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5282,mimosine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5283,zuclopenthixol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
