,drug_name,Exhaustion of stem cells count,Exhaustion of stem cells count marg,Exhaustion of stem cells,Exhaustion of stem cells marg,Cmap pAGE Exhaustion of stem cells level1,Cmap pAGE Exhaustion of stem cells level2,Cmap pAGE Exhaustion of stem cells level3,Cmap pAGE Exhaustion of stem cells level4,Cmap pAGE Exhaustion of stem cells level5,Cmap pAGE Exhaustion of stem cells level1 z_score,Cmap pAGE Exhaustion of stem cells level2 z_score,Cmap pAGE Exhaustion of stem cells level3 z_score,Cmap pAGE Exhaustion of stem cells level4 z_score,Cmap pAGE Exhaustion of stem cells level5 z_score
5365,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5366,brentuximab vedotin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5367,"4-(aminosulfonyl)-n-[(2,5-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5368,n-ethyl-n-isopropyl-3-methyl-5-{[(2s)-2-(pyridin-4-ylamino)propyl]oxy}benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5369,n-ethyl-5'-carboxamido adenosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5370,n-formylmethionine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5371,mesobiliverdin iv alpha,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5372,p-toluenesulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5373,n-formylpiperidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5374,mesoxalic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5375,trimipramine,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
5376,n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5377,tripelennamine,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,-0.8164965809277259,0.2182178902359923
5378,4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5379,(3e)-4-(1-methyl-1h-indol-3-yl)but-3-en-2-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5380,"5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5381,tromethamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5382,trimebutine,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
5383,methyl l-phenylalaninate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5384,"4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5385,4-({[(4-methylpiperazin-1-yl)amino]carbonothioyl}amino)benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5386,scyllo-inositol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5387,p-hydroxymercuribenzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5388,n-propargyl-1(s)-aminoindan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5389,"(3asr,4rs,8asr,8brs)-4-(2-(4-fluorobenzyl)-1,3-dioxodeacahydropyrrolo[3,4-a] pyrrolizin-4-yl)benzamidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5390,"(1-hydroxynonane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5391,"n-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5392,melperone,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
5393,n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5394,triazolam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5395,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5396,"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5397,"4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5398,"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5399,"5-(2-hydroxyethyl)nonane-1,9-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5400,"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5401,treprostinil,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.4285714285714285,0,0,-0.5773502691896256,0.8164965809277259,1.9639610121239313
5402,n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5403,"n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5404,sn-glycero-3-phosphoethanolamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5405,triclabendazole,0,0,[],[],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
5406,trilostane,0,1,[],[4],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
5407,4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5408,troleandomycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5409,4-({[4-(3-methylbenzoyl)pyridin-2-yl]amino}methyl)benzenecarboximidamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5410,p-coumaric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5411,"trencam-3,2-hopo",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5412,n-carbamoyl-alanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5413,1-{2-[(4-chlorophenyl)amino]-2-oxoethyl}-n-(1-isopropylpiperidin-4-yl)-1h-indole-2-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5414,2'-deoxy-n-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5415,eplivanserin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5416,slv319,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5417,"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5418,e-2012,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.238095238095238,0,0,-0.5773502691896256,0.8164965809277259,1.0910894511799618
5419,"1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5420,"1-{4-[4-amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5421,1-deoxy-1-thio-heptaethylene glycol,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5422,drotrecogin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5423,caplacizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5424,relugolix,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5425,ssr-126517e,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5426,1-ethoxycarbonyl-d-phe-pro-2(4-aminobutyl)hydrazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5427,dpb-t,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5428,"[(3s)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5429,erlotinib,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
5430,"2,3-diphenyl-1h-indole-7-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5431,eribaxaban,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5432,"benzyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5433,cerliponase alfa,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5434,canertinib,0,0,[],[],,,0.3333333333333333,0.0,-0.3333333333333333,0,0,0.5773502691896256,0.0,-1.5275252316519463
5435,reversin 121,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5436,"1-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-4-(1,1,3,3-tetramethylbutyl)benzene",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5437,humanized smart anti-il-12 antibody,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5438,rurioctocog alfa pegol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5439,emapalumab,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5440,spp1148,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5441,(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5442,"{4-[(2s,4e)-2-(1,3-benzothiazol-2-yl)-2-(1h-1,2,3-benzotriazol-1-yl)-5-phenylpent-4-enyl]phenyl}(difluoro)methylphosphonic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5443,[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5444,emtricitabine,0,0,[],[],,,1.0,0.3333333333333333,-0.1428571428571428,0,0,1.732050807568877,0.8164965809277259,-0.6546536707079771
5445,calcipotriol,0,0,[],[],,,1.0,0.6666666666666666,0.1428571428571428,0,0,1.732050807568877,1.6329931618554518,0.6546536707079771
5446,"(1r,2r,3r,4s,5r)-4-(benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5447,salinomycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5448,1-decyl-3-trifluoro ethyl-sn-glycero-2-phosphomethanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5449,1-hydroxyamine-2-isobutylmalonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5450,"1-methyl-3-trifluoromethyl-1h-thieno[2,3-c]pyrazole-5-carboxylic acid (2-mercapto-ethyl)-amide",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5451,"(2r)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5452,"[2(r,s)-2-sulfanylheptanoyl]-phe-ala",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5453,{4-[(2s)-2-({[(1s)-1-carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5454,medroxyprogesterone acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5455,trazodone,0,0,[],[],,,1.0,0.0,0.1428571428571428,0,0,1.732050807568877,0.0,0.6546536707079771
5456,cyclophosphamide,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,0.5773502691896256,-0.8164965809277259,-1.0910894511799618
5457,n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5458,voxelotor,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5459,4-[3-(1h-benzimidazol-2-yl)-1h-indazol-6-yl]-2-methoxyphenol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5460,midazolam,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
5461,ximelagatran,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5462,mianserin,0,0,[],[],,,1.0,0.0,-0.4285714285714285,0,0,1.732050807568877,0.0,-1.9639610121239313
5463,mexazolam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5464,"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5465,mevastatin,0,0,[],[],,,-0.3333333333333333,0.0,-0.4285714285714285,0,0,-0.5773502691896256,0.0,-1.9639610121239313
5466,[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5467,(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5468,metyrapone,0,0,[],[],,,1.0,0.3333333333333333,-0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,-0.2182178902359923
5469,toripalimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5470,"[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5471,warfarin,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-1.0910894511799618
5472,wx-uk1,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5473,metolazone,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0,0,-0.5773502691896256,-1.6329931618554518,-1.5275252316519463
5474,"4-[(4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5475,methyl (3s)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5476,uridylyl-2'-5'-phospho-guanosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5477,"(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5478,xylazine,0,0,[],[],,,1.0,0.3333333333333333,0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,0.2182178902359923
5479,"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5480,"n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5481,mometasone,0,0,[],[],,,-1.0,-0.3333333333333333,-0.1428571428571428,0,0,-1.732050807568877,-0.8164965809277259,-0.6546536707079771
5482,metergoline,0,0,[],[],,,-1.0,-0.3333333333333333,-0.1428571428571428,0,0,-1.732050807568877,-0.8164965809277259,-0.6546536707079771
5483,yohimbine,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.1428571428571428,0,0,-0.5773502691896256,-1.6329931618554518,-0.6546536707079771
5484,"4-[3-(3-nitrophenyl)-1,2,4-oxadiazol-5-yl]butanoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5485,"n,n,n-trimethyl-2-(phosphonooxy)ethanaminium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5486,volinanserin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5487,vintafolide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5488,"n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5489,metipranolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5490,vestipitant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5491,"n-(2,6-diflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5492,vilobelimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5493,"4-[(3-bromo-4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5494,vilazodone,0,0,[],[],,,-1.0,-0.3333333333333333,0.1428571428571428,0,0,-1.732050807568877,-0.8164965809277259,0.6546536707079771
5495,(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5496,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5497,vidarabine,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.1428571428571428,0,0,0.5773502691896256,1.6329931618554518,0.6546536707079771
5498,"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5499,n-benzyl-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5500,"n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5501,trastuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5502,trichostatin a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5503,n-[(1s)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5504,mercuribenzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5505,{(2s)-1-[n-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5506,tricetin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5507,n-[2-(2-methyl-1h-indol-3-yl)ethyl]thiophene-2-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5508,"n-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5509,"(3as)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
5510,n-acetyl-alpha-neuraminic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5511,"4-(2,5-diamino-5-hydroxy-pentyl)-phenol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5512,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5513,tositumomab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5514,"(3as)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
5515,"(1-hydroxyheptane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5516,"(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
5517,mechlorethamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5518,medazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5519,medical cannabis,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5520,tranylcypromine,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,-0.8164965809277259,0.6546536707079771
5521,"(3z)-6-(4-hydroxy-3-methoxyphenyl)-3-(1h-pyrrol-2-ylmethylene)-1,3-dihydro-2h-indol-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5522,"4-(aminosulfonyl)-n-[(2,4-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5523,"4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5524,"n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5525,"4-(5-phenyl-1h-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5526,memantine,0,0,[],[],,,0.3333333333333333,0.0,-0.238095238095238,0,0,0.5773502691896256,0.0,-1.0910894511799618
5527,5'-deoxy-5'-piperidin-1-ylthymidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5528,trifluoroacetonyl coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5529,"{3-[(5-chloro-1,3-benzothiazol-2-yl)methyl]-2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl}acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5530,4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5531,triglu-5-formyl-tetrahydrofolate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5532,menthol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5533,triglyme,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5534,n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5535,"4-(aminosulfonyl)-n-[(2,3,4-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5536,"4-(6-hydroxy-benzo[d]isoxazol-3-yl)benzene-1,3-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5537,"4-(6-{[(4-methylcyclohexyl)amino]methyl}-1,4-dihydroindeno[1,2-c]pyrazol-3-yl)benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5538,trifluoro-[hydroxy-[hydroxy-[2-(n-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
5539,tert-butanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5540,"5,6-dihydro-benzo[h]cinnolin-3-ylamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5541,meprobamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5542,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5543,mequitazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5544,"but-3-enyl-[5-(4-chloro-phenyl)-3,6-dihydro-[1,3,4]thiadiazin-2-ylidene]-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5545,1-guanidino-4-(n-nitro-benzoylamino-l-leucyl-l-prolylamino)butane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5546,relcovaptan,0,0,[],[],,,1.0,0.0,-0.5238095238095238,0,0,1.732050807568877,0.0,-2.400396792595916
5547,benzylpenicilloyl polylysine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5548,"(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5549,"(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5550,"(5z)-5-(3-bromocyclohexa-2,5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5551,bromo-willardiine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5552,tert-butyl(1s)-1-cyclohexyl-2-oxoethylcarbamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5553,darbepoetin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5554,cortisone,0,0,[],[],,,1.0,0.6666666666666666,0.0476190476190476,0,0,1.732050807568877,1.6329931618554518,0.2182178902359923
5555,dapsone,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,-0.2182178902359923
5556,cortivazol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5557,tetrabromo-2-benzotriazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5558,"(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3,4-dihydro-2h-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5559,biricodar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5560,coltuximab ravtansine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5561,tryptophan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5562,tegoprazan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5563,betamethasone,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.5773502691896256,0.8164965809277259,1.5275252316519463
5564,(rp)-camps,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5565,v24343,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5566,ustekinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5567,bifonazole,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.0476190476190476,0,0,0.5773502691896256,1.6329931618554518,0.2182178902359923
