,drug_name,Changes in the extracellular matrix structure count,Changes in the extracellular matrix structure count marg,Changes in the extracellular matrix structure,Changes in the extracellular matrix structure marg,Cmap pAGE Changes in the extracellular matrix structure level1,Cmap pAGE Changes in the extracellular matrix structure level2,Cmap pAGE Changes in the extracellular matrix structure level3,Cmap pAGE Changes in the extracellular matrix structure level4,Cmap pAGE Changes in the extracellular matrix structure level5,Cmap pAGE Changes in the extracellular matrix structure level1 z_score,Cmap pAGE Changes in the extracellular matrix structure level2 z_score,Cmap pAGE Changes in the extracellular matrix structure level3 z_score,Cmap pAGE Changes in the extracellular matrix structure level4 z_score,Cmap pAGE Changes in the extracellular matrix structure level5 z_score
5074,hypericin,0,0,[],[],,,0.0,-0.1428571428571428,-0.2857142857142857,0,0,0,-0.3779644730092272,-1.511857892036909
5075,iopodic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5076,"4-(2,5-dichloro-thiophen-3-yl)-pyrimidin-2-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5077,n-[o-phosphono-pyridoxyl]-isoleucine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5078,"n-[7-(3-aminophenyl)-5-methoxy-1,3-benzoxazol-2-yl]-2,5-dichlorobenzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5079,"n-[5-(ethylsulfonyl)-2-methoxyphenyl]-5-[3-(2-pyridinyl)phenyl]-1,3-oxazol-2-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5080,"n-[5-(1,1-dioxidoisothiazolidin-2-yl)-1h-indazol-3-yl]-2-(4-piperidin-1-ylphenyl)acetamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5081,irinotecan,0,0,[],[],,,0.0,1.0,0.1428571428571428,0,0,0,2.6457513110645907,0.7559289460184545
5082,"4-(2-(1h-imidazol-4-yl)ethylamino)-2-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,0,[],[],,,,,,0,0,0,0.0,0.0
5083,7-methyl-guanosine-5'-triphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
5084,iron dextran,0,0,[],[],,,,,,0,0,0,0.0,0.0
5085,n-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-3-pyridinecarboxamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5086,4-(2-aminoethyl)-2-cyclohexylphenol,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5087,"n-[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]acetamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5088,n-acetylhistamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5089,"n-alpha-acetyl-3,5-diiodotyrosyl-d-threonine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5090,"n-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-n-cyclopropyl-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5091,inosinic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5092,3-{6-[(8-hydroxy-quinoline-2-carbonyl)-amino]-2-thiophen-2-yl-hexanoylamino}-4-oxo-butyri acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5093,"inositol 1,3-bisphosphate",0,0,[],[],,,,,,0,0,0,0.0,0.0
5094,"3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2h-indol-2-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
5095,"n-[amino(imino)methyl]-2-(2,5-diphenyl-1h-pyrrol-1-yl)acetamide",0,1,[],[5],,,,,,0,0,0,0.0,0.0
5096,n-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5097,hymenialdisine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5098,iodo-willardiine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5099,benazepril,0,0,[],[],,,0.0,-0.1428571428571428,0.1428571428571428,0,0,0,-0.3779644730092272,0.7559289460184545
5100,bendroflumethiazide,0,0,[],[],,,0.0,-0.1428571428571428,-0.0714285714285714,0,0,0,-0.3779644730092272,-0.3779644730092272
5101,voacamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5102,vilanterol,0,0,[],[],,,,,,0,0,0,0.0,0.0
5103,sulfasalazine,0,0,[],[],,,0.0,-0.4285714285714285,-0.0714285714285714,0,0,0,-1.1338934190276817,-0.3779644730092272
5104,vericiguat,0,0,[],[],,,,,,0,0,0,0.0,0.0
5105,venlafaxine,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
5106,dicoumarol,0,0,[],[],,,0.0,-0.4285714285714285,0.0,0,0,0,-1.1338934190276817,0.0
5107,(s)-warfarin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5108,venetoclax,0,0,[],[],,,,,,0,0,0,0.0,0.0
5109,veliflapon,0,0,[],[],,,,,,0,0,0,0.0,0.0
5110,vecuronium,0,0,[],[],,,0.0,-0.4285714285714285,-0.6428571428571429,0,0,0,-1.1338934190276817,-3.4016802570830458
5111,(2s)-4-(4-fluorobenzyl)-n-(2-sulfanylethyl)piperazine-2-carboxamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5112,dichlororibofuranosylbenzimidazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
5113,sunitinib,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
5114,vicriviroc,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
5115,(2s)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,0,0,[],[],,,,,,0,0,0,0.0,0.0
5116,ampicillin,0,0,[],[],,,0.0,-0.1428571428571428,0.2857142857142857,0,0,0,-0.3779644730092272,1.511857892036909
5117,escitalopram,0,0,[],[],,,0.0,0.4285714285714285,-0.2142857142857142,0,0,0,1.1338934190276817,-1.1338934190276817
5118,inositol nicotinate,0,0,[],[],,,,,,0,0,0,0.0,0.0
5119,"3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1h-indole",0,0,[],[],,,,,,0,0,0,0.0,0.0
5120,n-phenyl-1h-pyrazole-3-carboxamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5121,"n-methyl-{4-[2-(7-oxo-6,7-dihydro-8h-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5122,"4-(5,11-dioxo-5h-indeno[1,2-c]isoquinolin-6(11h)-yl)butanoate",0,0,[],[],,,,,,0,0,0,0.0,0.0
5123,4-(5-bromo-2-oxo-2h-indol-3-ylazo)-benzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5124,ivabradine,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
5125,k-00546,0,0,[],[],,,,,,0,0,0,0.0,0.0
5126,k-252a,0,0,[],[],,,,,,0,0,0,0.0,0.0
5127,n-tridecanoic acid,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5128,n-methylphenylalanyl-n-[(trans-4-aminocyclohexyl)methyl]-l-prolinamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5129,"n-methyl-4-{[(2-oxo-1,2-dihydro-3h-indol-3-ylidene)methyl]amino}benzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5130,"6-chloro-n-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5131,n-methyl(5-(pyridin-3-yl)furan-2-yl)methanamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5132,"4-(n,n-dimethylamino)cinnamoyl-coa",0,0,[],[],,,,,,0,0,0,0.0,0.0
5133,4-(acetylamino)-n-(4-fluorophenyl)-1h-pyrazole-3-carboxamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5134,ketanserin,0,0,[],[],,,0.0,-0.4285714285714285,-0.2142857142857142,0,0,0,-1.1338934190276817,-1.1338934190276817
5135,"4-({5-[(4-aminocyclohexyl)amino][1,2,4]triazolo[1,5-a]pyrimidin-7-yl}amino)benzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5136,3-sulfino-l-alanine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5137,aunp-12,0,0,[],[],,,,,,0,0,0,0.0,0.0
5138,atyr1923,0,0,[],[],,,,,,0,0,0,0.0,0.0
5139,hydroxychloroquine,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
5140,3-ethyl-6-{[(4-fluorophenyl)sulfonyl]amino}-2-methylbenzoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5141,4-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5142,kynurenic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5143,"7-(1,1-dioxo-1h-benzo[d]isothiazol-3-yloxymethyl)-2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
5144,6-chloro-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1-benzothiophene-2-sulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5145,"4,4'-dipyridyl disulfide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5146,"n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5147,"n-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5148,"4-((3r,4s,5r)-4-amino-3,5-dihydroxy-hex-1-ynyl)-5-fluoro-3-[1-(3-methoxy-1h-pyrrol-2-yl)-meth-(z)-ylidene]-1,3-dihydro-indol-2-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
5149,invert sugar,0,0,[],[],,,,,,0,0,0,0.0,0.0
5150,"6-chloropurine riboside, 5'-monophosphate",0,0,[],[],,,,,,0,0,0,0.0,0.0
5151,"n-alpha-acetyl-3,5-diiodotyrosylglycine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5152,"6-cyclohexylmethyloxy-5-nitroso-pyrimidine-2,4-diamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5153,6-chloro-n-{(3s)-1-[(1s)-1-methyl-2-(4-morpholinyl)-2-oxo ethyl]-2-oxo-3-pyrrolidinyl}-2-naphthalenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5154,4-amino-n-[(2-sulfanylethyl)carbamoyl]benzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5155,n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5156,6-carbamimidoyl-2-[2-hydroxy-6-(4-hydroxy-phenyl)-indan-1-yl]-hexanoic acid,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5157,"l-erythro-7,8-dihydrobiopterin",0,0,[],[],,,,,,0,0,0,0.0,0.0
5158,6-carbamimidoyl-2-[2-hydroxy-5-(3-methoxy-phenyl)-indan-1-yl]-hexanoic acid,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5159,"4-bromo-2,5-dimethoxyphenethylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5160,4-carbamoyl-4-{[6-(difluoro-phosphono-methyl)-naphthalene-2-carbonyl]-amino}-butyric acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5161,"6-bromo-13-thia-2,4,8,12,19-pentaazatricyclo[12.3.1.1~3,7~]nonadeca-1(18),3(19),4,6,14,16-hexaene 13,13-dioxide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5162,4-iodopyrazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
5163,mepolizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
5164,"5-(2,3-dichlorophenyl)-n-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5165,lauric acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5166,"2-[({2-[(1z)-3-(dimethylamino)prop-1-enyl]-4-fluorophenyl}sulfonyl)amino]-5,6,7,8-tetrahydronaphthalene-1-carboxylic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
5167,"2-[(phenylsulfonyl)amino]-5,6,7,8-tetrahydronaphthalene-1-carboxylic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
5168,alfentanil,0,0,[],[],,,,,,0,0,0,0.0,0.0
5169,peppermint oil,0,0,[],[],,,,,,0,0,0,0.0,0.0
5170,permethrin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5171,alirocumab,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5172,fumagillin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5173,pexidartinib,0,0,[],[],,,,,,0,0,0,0.0,0.0
5174,fasudil,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
5175,favipiravir,0,0,[],[],,,0.0,-0.1428571428571428,0.2142857142857142,0,0,0,-0.3779644730092272,1.1338934190276817
5176,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-n,n-diethylacetamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5177,propiomazine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5178,phenolphthalein,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
5179,"2-(cyclohexylmethylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,0,[],[],,,,,,0,0,0,0.0,0.0
5180,pecavaptan,0,0,[],[],,,,,,0,0,0,0.0,0.0
5181,"2-(4-ethylpiperazin-1-yl)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,0,[],[],,,,,,0,0,0,0.0,0.0
5182,pasireotide,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
5183,"2-(4-chlorobenzylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,0,[],[],,,,,,0,0,0,0.0,0.0
5184,geranylgeranyl diphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
5185,etoperidone,0,0,[],[],,,,,,0,0,0,0.0,0.0
5186,androstenedione,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
5187,fr239087,0,0,[],[],,,,,,0,0,0,0.0,0.0
5188,pyruvaldehyde,0,0,[],[],,,,,,0,0,0,0.0,0.0
5189,2-[2-(4-chloro-phenylsulfanyl)-acetylamino]-3-(4-guanidino-phenyl)-propionamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5190,"5-hydroxymethyl-5,6-dihydrofolic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
5191,"n'-(pyrrolidino[2,1-b]isoindolin-4-on-8-yl)-n-(pyridin-2-yl)urea",0,0,[],[],,,,,,0,0,0,0.0,0.0
5192,5-[3-(benzylamino)phenyl]-4-bromo-3-(carboxymethoxy)thiophene-2-carboxylic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5193,"n'-(6-aminopyridin-3-yl)-n-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5194,levocarnitine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5195,5-fluorouridine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5196,"n'-((2s,3r)-3-amino-2-hydroxy-5-(isopropylsulfanyl)pentanoyl)-n-3-chlorobenzoyl hydrazide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5197,myxothiazol,0,0,[],[],,,,,,0,0,0,0.0,0.0
5198,4-[3-(4-chlorophenyl)-1h-pyrazol-5-yl]piperidine,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5199,levomilnacipran,0,0,[],[],,,,,,0,0,0,0.0,0.0
5200,muscimol,0,0,[],[],,,,,,0,0,0,0.0,0.0
5201,"n'-(2s,3r)-3-amino-4-cyclohexyl-2-hydroxy-butano-n-(4-methylphenyl)hydrazide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5202,"n~3~-[3-(1h-indol-6-yl)benzyl]pyridine-2,3-diamine",0,1,[],[5],,,,,,0,0,0,0.0,0.0
5203,iso24,0,0,[],[],,,,,,0,0,0,0.0,0.0
5204,"n~3~-[3-(5-methoxypyridin-3-yl)benzyl]pyridine-2,3-diamine",0,1,[],[5],,,,,,0,0,0,0.0,0.0
5205,fg-9041,0,0,[],[],,,,,,0,0,0,0.0,0.0
5206,pegdinetanib,0,0,[],[],,,,,,0,0,0,0.0,0.0
5207,fm-vp4,0,0,[],[],,,,,,0,0,0,0.0,0.0
5208,peginesatide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5209,etoricoxib,0,0,[],[],,,0.0,-0.4285714285714285,-0.2857142857142857,0,0,0,-1.1338934190276817,-1.511857892036909
5210,geptanolimab,0,0,[],[],,,,,,0,0,0,0.0,0.0
5211,menadione,0,0,[],[],,,0.0,0.4285714285714285,0.0,0,0,0,1.1338934190276817,0.0
5212,fluorometholone,0,0,[],[],,,,,,0,0,0,0.0,0.0
5213,fluoroestradiol f-18,0,0,[],[],,,,,,0,0,0,0.0,0.0
5214,"2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5215,fluoro-willardiine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5216,flavin mononucleotide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5217,pozanicline,0,0,[],[],,,,,,0,0,0,0.0,0.0
5218,piroxicam,0,0,[],[],,,0.0,-0.1428571428571428,-0.2857142857142857,0,0,0,-0.3779644730092272,-1.511857892036909
5219,fluocortolone,0,0,[],[],,,,,,0,0,0,0.0,0.0
5220,flecainide,0,0,[],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
5221,flibanserin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5222,pizotifen,0,0,[],[],,,0.0,-0.4285714285714285,-0.1428571428571428,0,0,0,-1.1338934190276817,-0.7559289460184545
5223,"2-amino-3-(3-hydroxy-7,8-dihydro-6h-cyclohepta[d]-4-isoxazolyl)propionic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
5224,polyethylene glycol,0,0,[],[],,,,,,0,0,0,0.0,0.0
5225,fludiazepam,0,0,[],[],,,,,,0,0,0,0.0,0.0
5226,polyethylene glycol 400,0,0,[],[],,,,,,0,0,0,0.0,0.0
5227,2-amino-3-(5-tert-butyl-3-(phosphonomethoxy)-4-isoxazolyl)propionic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5228,ambroxol acefyllinate,0,0,[],[],,,,,,0,0,0,0.0,0.0
5229,aminophylline,0,0,[],[],,,0.0,-0.4285714285714285,-0.2142857142857142,0,0,0,-1.1338934190276817,-1.1338934190276817
5230,prednisolone hemisuccinate,0,0,[],[],,,,,,0,0,0,0.0,0.0
5231,fiboflapon,0,0,[],[],,,,,,0,0,0,0.0,0.0
5232,fimasartan,0,0,[],[],,,,,,0,0,0,0.0,0.0
5233,piribedil,0,0,[],[],,,0.0,-0.1428571428571428,-0.2857142857142857,0,0,0,-0.3779644730092272,-1.511857892036909
5234,anthranilic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5235,fluprednidene,0,0,[],[],,,,,,0,0,0,0.0,0.0
5236,pro-542,0,0,[],[],,,,,,0,0,0,0.0,0.0
5237,amibegron,0,0,[],[],,,,,,0,0,0,0.0,0.0
5238,evinacumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
5239,geneticin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5240,2-amino-6-[2-(1h-indol-6-yl)ethyl]pyrimidin-4(3h)-one,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5241,gemcitabine,0,0,[],[],,,0.0,0.7142857142857143,0.3571428571428571,0,0,0,1.8898223650461363,1.8898223650461363
5242,"2-amino-5-[3-(1-ethyl-1h-pyrazol-5-yl)-1h-pyrrolo[2,3-b]pyridin-5-yl]-n,n-dimethylbenzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5243,2-(4-carcoxy-5-isopropylthiazolyl)benzopiperidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5244,palifermin,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5245,gatifloxacin,0,0,[],[],,,0.0,-0.1428571428571428,-0.2857142857142857,0,0,0,-0.3779644730092272,-1.511857892036909
5246,2-[trans-(4-aminocyclohexyl)amino]-6-(benzyl-amino)-9-cyclopentylpurine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5247,ajmaline,0,0,[],[],,,,,,0,0,0,0.0,0.0
5248,paratoulene phosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
5249,galantamine,0,0,[],[],,,0.0,-0.4285714285714285,-0.4285714285714285,0,0,0,-1.1338934190276817,-2.2677868380553634
5250,2-[4-[(z)-2-acetamido-3-oxo-3-[[(3s)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5251,"2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5252,quinalizarin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5253,proguanil,0,0,[],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
5254,fosnetupitant,0,0,[],[],,,,,,0,0,0,0.0,0.0
5255,"n'-[4-(2,4-dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-n-hydroxyimidoformamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5256,5-hydroxynaphthalene-1-sulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5257,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5258,5-chloro-n-(2-(4-(2-oxopyridin-1(2h)-yl)benzamido)ethyl)thiophene-2-carboxamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5259,"5-chloro-n-((1r,2s)-2-(4-(2-oxopyridin-1(2h)-yl)benzamido) cyclopentyl)thiophene-2-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5260,metamizole,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
5261,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,0,0,[],[],,,,,,0,0,0,0.0,0.0
5262,5-bromonicotinamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5263,5-bromoindirubin,0,0,[],[],,,,,,0,0,0,0.0,0.0
5264,mk-0354,0,1,[],[3],,,,,,0,0,0,0.0,0.0
5265,acalabrutinib,0,0,[],[],,,0.0,-0.1428571428571428,-0.0714285714285714,0,0,0,-0.3779644730092272,-0.3779644730092272
5266,"5-[3-(2-methoxyphenyl)-1h-pyrrolo[2,3-b]pyridin-5-yl]-n,n-dimethylpyridine-3-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5267,5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5268,"n-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5269,n-(2-methoxyethyl)-4-({4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-yl}amino)benzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5270,4-[(1s)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1h-imidazol-2-amine,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5271,n-(2-(((5-chloro-2-pyridinyl)amino)sulfonyl)phenyl)-4-(2-oxo-1(2h)-pyridinyl)benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5272,n-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
5273,n-(1-isopropylpiperidin-4-yl)-1-(3-methoxybenzyl)-1h-indole-2-carboxamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5274,lesinurad,0,0,[],[],,,0.0,-0.4285714285714285,-0.4285714285714285,0,0,0,-1.1338934190276817,-2.2677868380553634
5275,"n-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
5276,"n-((1r,2s)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5277,"n-((1r,2r)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
5278,mk-886,0,0,[],[],,,,,,0,0,0,0.0,0.0
5279,5-chloro-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1-benzothiophene-2-sulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5280,4-[(6-amino-4-pyrimidinyl)amino]benzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
5281,4-[[(2s)-1-[[6-[(1-amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5282,malonic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
5283,"5-(hexahydro-2-oxo-1h-thieno[3,4-d]imidazol-6-yl)pentanal",0,0,[],[],,,,,,0,0,0,0.0,0.0
5284,"5-(2,3-dichlorophenyl)-n-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
