,drug_name,Loss of proteostasis count,Loss of proteostasis count marg,Loss of proteostasis,Loss of proteostasis marg,Cmap pAGE Loss of proteostasis level1,Cmap pAGE Loss of proteostasis level2,Cmap pAGE Loss of proteostasis level3,Cmap pAGE Loss of proteostasis level4,Cmap pAGE Loss of proteostasis level5,Cmap pAGE Loss of proteostasis level1 z_score,Cmap pAGE Loss of proteostasis level2 z_score,Cmap pAGE Loss of proteostasis level3 z_score,Cmap pAGE Loss of proteostasis level4 z_score,Cmap pAGE Loss of proteostasis level5 z_score
5568,"ethyl 3-[(e)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1h-indole-2-carboxylate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5569,n-({[4-(aminosulfonyl)phenyl]amino}carbonyl)-4-methylbenzenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5570,n-1-methylheptylformamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5571,n-1h-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5572,n-(3-aminopropyl)-2-nitrobenzenamine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5573,4-nitrocatechol sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5574,n-acetylserotonin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5575,"n-(4-oxo-5,6,7,8-tetrahydro-4h-[1,3]thiazolo[5,4-c]azepin-2-yl)acetamide",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5576,nifedipine,0,0,[],[],1.0,1.0,0.5,0.0666666666666666,0.0895522388059701,1.0,1.0,1.0,0.2581988897471611,1.036642110697632
5577,reboxetine,0,0,[],[],-1.0,-1.0,0.0,0.2,0.0,-1.0,-1.0,0.0,0.7745966692414835,0.0
5578,"(1s)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5579,beta-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5580,varenicline,0,0,[],[],-1.0,-1.0,-0.5,0.0666666666666666,-0.126865671641791,-1.0,-1.0,-1.0,0.2581988897471611,-1.4685763234883122
5581,vapreotide,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5582,"(2s,3r)-3-(6-amino-9h-purin-9-yl)nonan-2-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5583,"n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5584,methyl nonanoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5585,valinomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5586,"methyl 4,6-o-[(1r)-1-carboxyethylidene]-beta-d-galactopyranoside",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5587,beta-hydroxyasparagine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5588,methoxyphenamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5589,valine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5590,"(2s,3s)-3-formyl-2-({[(4-methylphenyl)sulfonyl]amino}methyl)pentanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5591,beta-d-galactosamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5592,alpha-fluoro-carboxymethyldethia coenzyme a complex,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5593,"(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5594,voxelotor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5595,4-[3-(1h-benzimidazol-2-yl)-1h-indazol-6-yl]-2-methoxyphenol,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5596,1-decyl-3-trifluoro ethyl-sn-glycero-2-phosphomethanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5597,emapalumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5598,(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5599,"{4-[(2s,4e)-2-(1,3-benzothiazol-2-yl)-2-(1h-1,2,3-benzotriazol-1-yl)-5-phenylpent-4-enyl]phenyl}(difluoro)methylphosphonic acid",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5600,[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5601,reversin 121,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5602,emtricitabine,0,0,[],[],-1.0,-1.0,0.0,-0.2,0.0298507462686567,-1.0,-1.0,0.0,-0.7745966692414835,0.345547370232544
5603,"(1r,2r,3r,4s,5r)-4-(benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5604,salinomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5605,1-hydroxyamine-2-isobutylmalonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5606,midazolam,0,0,[],[],-1.0,-1.0,-1.0,-0.0666666666666666,0.0298507462686567,-1.0,-1.0,-2.0,-0.2581988897471611,0.345547370232544
5607,"(2r)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5608,"[2(r,s)-2-sulfanylheptanoyl]-phe-ala",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5609,{4-[(2s)-2-({[(1s)-1-carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5610,calcipotriol,0,0,[],[],1.0,1.0,-0.5,0.0,0.0597014925373134,1.0,1.0,-1.0,0.0,0.691094740465088
5611,canertinib,0,0,[],[],-1.0,-1.0,-0.5,-0.2,0.0,-1.0,-1.0,-1.0,-0.7745966692414835,0.0
5612,1-{2-[(4-chlorophenyl)amino]-2-oxoethyl}-n-(1-isopropylpiperidin-4-yl)-1h-indole-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5613,2'-deoxy-n-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5614,eplivanserin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5615,rurioctocog alfa pegol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5616,humanized smart anti-il-12 antibody,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5617,"1-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-4-(1,1,3,3-tetramethylbutyl)benzene",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5618,n-carbamoyl-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5619,n-formylpiperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5620,mesoxalic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5621,mestranol,0,0,[],[],1.0,1.0,-0.5,0.3333333333333333,0.0373134328358208,1.0,1.0,-1.0,1.2909944487358056,0.43193421279068
5622,trimipramine,0,0,[],[],-1.0,-1.0,-1.0,-0.4666666666666667,-0.1791044776119403,-1.0,-1.0,-2.0,-1.807392228230128,-2.073284221395264
5623,n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5624,tripelennamine,0,0,[],[],-1.0,-1.0,0.0,-0.3333333333333333,-0.0597014925373134,-1.0,-1.0,0.0,-1.2909944487358056,-0.691094740465088
5625,4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5626,(3e)-4-(1-methyl-1h-indol-3-yl)but-3-en-2-one,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5627,"5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5628,trimethoprim,0,0,[],[],-1.0,-1.0,-0.5,-0.3333333333333333,-0.0820895522388059,-1.0,-1.0,-1.0,-1.2909944487358056,-0.950255268139496
5629,tromethamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5630,trimebutine,0,0,[],[],1.0,1.0,-0.5,-0.0666666666666666,-0.0149253731343283,1.0,1.0,-1.0,-0.2581988897471611,-0.172773685116272
5631,"4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5632,4-({[(4-methylpiperazin-1-yl)amino]carbonothioyl}amino)benzenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5633,scyllo-inositol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5634,"4-(aminosulfonyl)-n-[(2,5-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5635,p-coumaric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5636,slv319,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5637,"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5638,e-2012,0,0,[],[],1.0,1.0,0.5,0.0666666666666666,0.1791044776119403,1.0,1.0,1.0,0.2581988897471611,2.073284221395264
5639,equol,0,0,[],[],1.0,1.0,0.5,0.4666666666666667,0.2388059701492537,1.0,1.0,1.0,1.807392228230128,2.764378961860352
5640,drostanolone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5641,roxatidine acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5642,"2,3-dimethoxy-12h-[1,3]dioxolo[5,6]indeno[1,2-c]isoquinolin-6-ium",0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5643,"(1r,2r)-n-(2-aminoethyl)-2-{[(4-methoxyphenyl)sulfonyl]methyl}cyclohexanecarboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5644,su9516,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5645,bx-528,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5646,doxercalciferol,0,2,[],"[1, 2]",-1.0,-1.0,0.5,0.2,-0.0820895522388059,-1.0,-1.0,1.0,0.7745966692414835,-0.950255268139496
5647,enmd-1198,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5648,roxithromycin,0,0,[],[],-1.0,-1.0,0.5,0.0666666666666666,0.0597014925373134,-1.0,-1.0,1.0,0.2581988897471611,0.691094740465088
5649,rubitecan,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5650,"(11s)-8-chloro-11-[1-(methylsulfonyl)piperidin-4-yl]-6-piperazin-1-yl-11h-benzo[5,6]cyclohepta[1,2-b]pyridine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5651,cenobamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5652,atracurium besylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5653,atazanavir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5654,1-[1-(3-aminophenyl)-3-tert-butyl-1h-pyrazol-5-yl]-3-phenylurea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5655,calcium levulinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5656,casopitant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5657,"2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one",0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5658,(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5659,"1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5660,reslizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5661,cetirizine,0,0,[],[],1.0,1.0,0.0,-0.4666666666666667,0.0074626865671641,1.0,1.0,0.0,-1.807392228230128,0.086386842558136
5662,"1-{4-[4-amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5663,1-deoxy-1-thio-heptaethylene glycol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5664,caplacizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5665,relugolix,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5666,ssr-126517e,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5667,dpb-t,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5668,"[(3s)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5669,erlotinib,0,0,[],[],-1.0,-1.0,-0.5,-0.6,0.0746268656716417,-1.0,-1.0,-1.0,-2.32379000772445,0.86386842558136
5670,"2,3-diphenyl-1h-indole-7-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5671,eribaxaban,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5672,"but-3-enyl-[5-(4-chloro-phenyl)-3,6-dihydro-[1,3,4]thiadiazin-2-ylidene]-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5673,relcovaptan,0,0,[],[],-1.0,-1.0,0.5,0.0666666666666666,-0.044776119402985,-1.0,-1.0,1.0,0.2581988897471611,-0.518321055348816
5674,relacatib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5675,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5676,"{[(2,6-difluorophenyl)carbonyl]amino}-n-(4-fluorophenyl)-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5677,"{4-[3-(6,7-diethoxy-quinazolin-4-ylamino)-phenyl]-thiazol-2-yl}-methanol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5678,p-toluenesulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5679,mesobiliverdin iv alpha,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5680,n-formylmethionine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5681,5'-deoxy-5'-piperidin-1-ylthymidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5682,"{3-[(5-chloro-1,3-benzothiazol-2-yl)methyl]-2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl}acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5683,triglu-5-formyl-tetrahydrofolate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5684,menthol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5685,"n-[(5r,14r)-5-amino-5,14-dimethyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.1~7,11~]docosa-1(21),7(22),8,10,17,19-hexaen-19-yl]-n-methylmethanesulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5686,triglyme,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5687,"4-(5-phenyl-1h-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5688,n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5689,"4-(6-hydroxy-benzo[d]isoxazol-3-yl)benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5690,"4-(6-{[(4-methylcyclohexyl)amino]methyl}-1,4-dihydroindeno[1,2-c]pyrazol-3-yl)benzoic acid",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5691,trifluoro-[hydroxy-[hydroxy-[2-(n-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5692,tert-butanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5693,"5,6-dihydro-benzo[h]cinnolin-3-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5694,meprobamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5695,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5696,mequitazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5697,"4-(aminosulfonyl)-n-[(2,3,4-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5698,"n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5699,trifluoroacetonyl coenzyme a,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5700,memantine,0,0,[],[],1.0,1.0,-0.5,-0.2,-0.0895522388059701,1.0,1.0,-1.0,-0.7745966692414835,-1.036642110697632
5701,"4-(aminosulfonyl)-n-[(2,4-difluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5702,trichostatin a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5703,mianserin,0,0,[],[],-1.0,-1.0,0.0,-0.6,-0.0820895522388059,-1.0,-1.0,0.0,-2.32379000772445,-0.950255268139496
5704,mexazolam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5705,"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5706,mevastatin,0,0,[],[],-1.0,-1.0,-0.5,-0.3333333333333333,-0.1119402985074626,-1.0,-1.0,-1.0,-1.2909944487358056,-1.2958026383720402
5707,[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5708,(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5709,metyrapone,0,0,[],[],-1.0,-1.0,-0.5,-0.0666666666666666,0.0373134328358208,-1.0,-1.0,-1.0,-0.2581988897471611,0.43193421279068
5710,toripalimab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5711,"[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5712,warfarin,0,0,[],[],-1.0,-1.0,0.5,0.0666666666666666,-0.0895522388059701,-1.0,-1.0,1.0,0.2581988897471611,-1.036642110697632
5713,"4-[(4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5714,methyl (3s)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5715,uridylyl-2'-5'-phospho-guanosine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5716,n-benzyl-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5717,n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5718,"n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5719,"n-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5720,"4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5721,n-[(1s)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5722,p-hydroxymercuribenzoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5723,4-(4-fluorobenzyl)piperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5724,triazolam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5725,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5726,"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5727,"4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5728,"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5729,4-(2-aminoethyl)-2-ethylphenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5730,"(1-hydroxynonane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5731,treprostinil,0,0,[],[],1.0,1.0,0.0,-0.0666666666666666,-0.2313432835820895,1.0,1.0,0.0,-0.2581988897471611,-2.6779921193022163
5732,n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5733,"n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5734,sn-glycero-3-phosphoethanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5735,triclabendazole,0,0,[],[],-1.0,-1.0,-0.5,-0.0666666666666666,0.0746268656716417,-1.0,-1.0,-1.0,-0.2581988897471611,0.86386842558136
5736,trilostane,0,0,[],[],1.0,1.0,0.0,0.2,0.0597014925373134,1.0,1.0,0.0,0.7745966692414835,0.691094740465088
5737,4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5738,troleandomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5739,"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5740,n-propargyl-1(s)-aminoindan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5741,n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5742,melperone,0,0,[],[],1.0,1.0,0.5,-0.0666666666666666,-0.0746268656716417,1.0,1.0,1.0,-0.2581988897471611,-0.86386842558136
5743,mercuribenzoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5744,medroxyprogesterone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5745,mercuric iodide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5746,tricetin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5747,n-[2-(2-methyl-1h-indol-3-yl)ethyl]thiophene-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5748,"(3as)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5749,n-acetyl-alpha-neuraminic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5750,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5751,"(3as)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5752,"(1-hydroxyheptane-1,1-diyl)bis(phosphonic acid)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5753,"(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5754,mechlorethamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5755,medazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5756,medical cannabis,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5757,tranylcypromine,0,0,[],[],-1.0,-1.0,-0.5,-0.2,-0.0522388059701492,-1.0,-1.0,-1.0,-0.7745966692414835,-0.604707897906952
5758,"(3z)-6-(4-hydroxy-3-methoxyphenyl)-3-(1h-pyrrol-2-ylmethylene)-1,3-dihydro-2h-indol-2-one",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
5759,trastuzumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
