,GeneId,aging_mechanisms,criteria,confidence,aging_mechanisms_group
2655,TAX1BP3,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2656,TBC1D1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2657,TBC1D8B,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2658,TBC1D9B,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2659,TBCA,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2660,TBK1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2661,TBK1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2662,TBKBP1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2663,TBL1X,'alterations in histone modifications',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2664,TBL1X,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2665,TBL1X,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2666,TBL3,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2667,TBP,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2668,TBX3,'transcriptional alterations',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Epigenetic alterations
2669,TBX3,'senescent cells accumulation',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Cell senescence
2670,TBX3,'stem cell exhaustion',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Exhaustion of stem cells
2671,TBXA2R,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2672,TCAF1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2673,TCEAL1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2674,TCERG1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2675,TCF3,'transcriptional alterations',"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity enhance age-related deterioration'""]",3,Epigenetic alterations
2676,TCIRG1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2677,TCIRG1,'disabled macroautophagy',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Disabled macroautophagy
2678,TELO2,'nuclear DNA instability',"[""'Changes in gene activity extend non-mammalian lifespan'""]",3,Genomic instability
2679,TELO2,'telomere attrition',"[""'Changes in gene activity extend non-mammalian lifespan'""]",3,Telomere attrition
2680,TELO2,'TOR pathway dysregulation',"[""'Changes in gene activity extend non-mammalian lifespan'""]",3,Deregulated nutrient sensing
2681,TEP1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2682,TEP1,'telomere attrition',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Telomere attrition
2683,TERF1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'""]",4,Genomic instability
2684,TERF1,'telomere attrition',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'""]",4,Telomere attrition
2685,TERF2,'nuclear DNA instability',"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2686,TERF2,'telomere attrition',"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Telomere attrition
2687,TERF2,'senescent cells accumulation',"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Cell senescence
2688,TERT,'nuclear DNA instability',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Association of genetic variants and gene expression levels with longevity'""]",1,Genomic instability
2689,TERT,'telomere attrition',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Association of genetic variants and gene expression levels with longevity'""]",1,Telomere attrition
2690,TERT,'impairment of the mitochondrial integrity and biogenesis',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Association of genetic variants and gene expression levels with longevity'""]",1,Mitochondrial dysfunction
2691,TERT,'senescent cells accumulation',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Association of genetic variants and gene expression levels with longevity'""]",1,Cell senescence
2692,TESK1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2693,TFAP2A,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'""]",5,Epigenetic alterations
2694,TFDP1,'transcriptional alterations',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Epigenetic alterations
2695,TFDP2,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2696,TGFA,other,"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,other
2697,TGFB1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Epigenetic alterations
2698,TGFB1,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Loss of proteostasis
2699,TGFB1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Altered intercellular communication
2700,TGFB1,'changes in the extracellular matrix structure',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Changes in the extracellular matrix structure
2701,TGFBR1,other,"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,other
2702,TGFBR2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2703,TGFBR3,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2704,TGIF1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2705,TGM2,'alterations in histone modifications',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Epigenetic alterations
2706,TGM2,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Loss of proteostasis
2707,TGOLN2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2708,TH,'accumulation of reactive oxygen species',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Mitochondrial dysfunction
2709,TH,'intercellular communication impairment',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Altered intercellular communication
2710,THY1,'intercellular communication impairment',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2711,TIAM1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2712,TICAM1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2713,TIMELESS,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2714,TIMM17A,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2715,TIMM21,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2716,TIMM8A,'impairment of the mitochondrial integrity and biogenesis',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
2717,TIMP1,other,"[""'Age-related changes in gene expression, methylation or protein activity'""]",5,other
2718,TIMP2,other,"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2719,TIRAP,'sterile inflammation',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Altered intercellular communication
2720,TJP2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2721,TLE1,other,"[""'Age-related changes in gene expression, methylation or protein activity'""]",5,other
2722,TLN1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2723,TLN2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2724,TLR1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2725,TLR10,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2726,TLR2,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2727,TLR2,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2728,TLR3,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2729,TLR4,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2730,TLR4,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2731,TLR5,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2732,TLR7,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2733,TLR7,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2734,TLR8,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2735,TM2D1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2736,TM4SF1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2737,TMBIM4,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2738,TMBIM6,'disabled macroautophagy',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Disabled macroautophagy
2739,TMEM123,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2740,TMEM131L,other,"[""'Association of genetic variants and gene expression levels with longevity'""]",5,other
2741,TMEM167B,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2742,TMEM18,other,"[""'Association of genetic variants and gene expression levels with longevity'""]",5,other
2743,TMEM185A,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2744,TMEM47,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2745,TMEM9,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2746,TMPO,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2747,TMPRSS2,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2748,TMTC2,other,"[""'Association of genetic variants and gene expression levels with longevity'""]",5,other
2749,TMX1,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
2750,TNF,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Regulation of genes associated with aging'""]",4,Epigenetic alterations
2751,TNF,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Regulation of genes associated with aging'""]",4,Altered intercellular communication
2752,TNFAIP8,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2753,TNFRSF10B,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2754,TNFRSF21,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2755,TNFRSF4,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2756,TNFSF14,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2757,TNFSF8,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2758,TNFSF8,'intercellular communication impairment',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2759,TNKS2,other,"[""'Association of genetic variants and gene expression levels with longevity'""]",5,other
2760,TNNI3K,'intercellular communication impairment',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Altered intercellular communication
2761,TNNT1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2762,TNRC6A,'intercellular communication impairment',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2763,TOB1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2764,TOLLIP,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2765,TOLLIP,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2766,TOLLIP,'disabled macroautophagy',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Disabled macroautophagy
2767,TOMM20,'impairment of the mitochondrial integrity and biogenesis',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
2768,TOMM40,'impairment of the mitochondrial integrity and biogenesis',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Mitochondrial dysfunction
2769,TOP1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity'""]",5,Genomic instability
2770,TOP1,'chromatin remodeling',"[""'Age-related changes in gene expression, methylation or protein activity'""]",5,Epigenetic alterations
2771,TOP2B,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2772,TOP3B,'nuclear DNA instability',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'""]",5,Genomic instability
2773,TOPORS,'nuclear DNA instability',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend mammalian lifespan'""]",2,Genomic instability
2774,TOPORS,'transcriptional alterations',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend mammalian lifespan'""]",2,Epigenetic alterations
2775,TOPORS,'degradation of proteolytic systems',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend mammalian lifespan'""]",2,Loss of proteostasis
2776,TOX,'transcriptional alterations',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Epigenetic alterations
2777,TP53,'mitochondrial DNA instability',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Genomic instability
2778,TP53,'nuclear DNA instability',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Genomic instability
2779,TP53,'chromatin remodeling',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Epigenetic alterations
2780,TP53,'transcriptional alterations',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Epigenetic alterations
2781,TP53,'impairment of the mitochondrial integrity and biogenesis',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Mitochondrial dysfunction
2782,TP53,'accumulation of reactive oxygen species',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Mitochondrial dysfunction
2783,TP53,'senescent cells accumulation',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Cell senescence
2784,TP53,'stem cell exhaustion',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Exhaustion of stem cells
2785,TP53,'intercellular communication impairment',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Altered intercellular communication
2786,TP53,'disabled macroautophagy',"[""'Regulation of genes associated with aging'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",3,Disabled macroautophagy
2787,TP53BP1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity reduce mammalian lifespan'""]",4,Genomic instability
2788,TP53BP1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity reduce mammalian lifespan'""]",4,Epigenetic alterations
2789,TP53I11,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2790,TP53INP1,'disabled macroautophagy',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Disabled macroautophagy
2791,TP63,'chromatin remodeling',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Epigenetic alterations
2792,TP63,'transcriptional alterations',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Epigenetic alterations
2793,TP63,'senescent cells accumulation',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Cell senescence
2794,TP63,'stem cell exhaustion',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Exhaustion of stem cells
2795,TP63,'intercellular communication impairment',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Altered intercellular communication
2796,TP73,'nuclear DNA instability',"[""'Changes in gene activity enhance age-related deterioration'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity reduce mammalian lifespan'""]",4,Genomic instability
2797,TP73,'transcriptional alterations',"[""'Changes in gene activity enhance age-related deterioration'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity reduce mammalian lifespan'""]",4,Epigenetic alterations
2798,TPBG,'intercellular communication impairment',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
2799,TPD52L2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2800,TPI1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2801,TPM3,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2802,TPP2,'degradation of proteolytic systems',"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Regulation of genes associated with aging'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Loss of proteostasis
2803,TPPP,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2804,TPPP3,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2805,TPST2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2806,TRAF1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2807,TRAK2,'impairment of the mitochondrial integrity and biogenesis',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
2808,TRAM2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2809,TRAP1,'impairment of proteins folding and stability',"[""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'""]",5,Loss of proteostasis
2810,TRAPPC10,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2811,TRIB2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2812,TRIM23,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2813,TRIM33,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2814,TRIM38,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2815,TRIM55,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2816,TRIM58,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2817,TRIM72,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'""]",5,Loss of proteostasis
2818,TRIM72,'INS/IGF-1 pathway dysregulation',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'""]",5,Deregulated nutrient sensing
